Powerhouse/Unit:,LO-84,LO-91,LO-93,LO-39,LO-21,LO-64,LO-28,LO-44,LO-72,LO-59,LO-71,ZR-71,QW-97,TT-67,JC-43,LI-67,TT-63,QW-82,QW-13,QW-10,JC-52,QW-56,HJ-30,QW-91,HJ-80,QW-94,QW-15,QW-76,QW-05,JC-99,QW-92,QW-54
Field Name:,HT_GB_SH_NA_NA_NA_90_VM_HO-4vrkf,HT_GB_SH_NA_NA_NA_90_VM_HO-5mJuR,HT_GB_SH_NA_NA_NA_90_VM_HO-5sR7R,HT_GB_SH_NA_NA_NA_90_VM_HO-AoYd5,HT_GB_SH_NA_NA_NA_90_VM_HO-D8sJi,HT_GB_SH_NA_NA_NA_90_VM_HO-HIIAW,HT_GB_SH_NA_NA_NA_90_VM_HO-k2QXo,HT_GB_SH_NA_NA_NA_90_VM_HO-ksXGv,HT_GB_SH_NA_NA_NA_90_VM_HO-nOtnK,HT_GB_SH_NA_NA_NA_90_VM_HO-tycIY,HT_GB_SH_NA_NA_NA_90_VM_HO-yhjXd,HT_GB_SH_NA_NA_NA_DNA_VM_AX-alU4A,HT_GB_SH_NA_NA_NA_DNA_VM_HO-47caF,HT_GB_SH_NA_NA_NA_DNA_VM_HO-7nvE0,HT_GB_SH_NA_NA_NA_DNA_VM_HO-7xJRW,HT_GB_SH_NA_NA_NA_DNA_VM_HO-93Oix,HT_GB_SH_NA_NA_NA_DNA_VM_HO-AB4Kn,HT_GB_SH_NA_NA_NA_DNA_VM_HO-aD3l6,HT_GB_SH_NA_NA_NA_DNA_VM_HO-awezq,HT_GB_SH_NA_NA_NA_DNA_VM_HO-DuTvZ,HT_GB_SH_NA_NA_NA_DNA_VM_HO-DzxzI,HT_GB_SH_NA_NA_NA_DNA_VM_HO-HvcMW,HT_GB_SH_NA_NA_NA_DNA_VM_HO-iPtaz,HT_GB_SH_NA_NA_NA_DNA_VM_HO-jT2bm,HT_GB_SH_NA_NA_NA_DNA_VM_HO-nqPzD,HT_GB_SH_NA_NA_NA_DNA_VM_HO-QOolI,HT_GB_SH_NA_NA_NA_DNA_VM_HO-qVZ6H,HT_GB_SH_NA_NA_NA_DNA_VM_HO-rDM3R,HT_GB_SH_NA_NA_NA_DNA_VM_HO-rnKdB,HT_GB_SH_NA_NA_NA_DNA_VM_HO-Xq8AD,HT_GB_SH_NA_NA_NA_DNA_VM_HO-XRCzY,HT_GB_SH_NA_NA_NA_DNA_VM_HO-ZCyNY
2008-08-12 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.536005524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-13 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48852462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-14 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64063723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-15 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.354428912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-16 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.792368254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-17 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.748621099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-18 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.402066839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-19 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.257894754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-20 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.283444122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-21 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.861989445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-22 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.006018698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-23 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.961339934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-24 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.316426175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-25 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.249869028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-26 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46574932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-27 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.626441542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-28 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.272957583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-29 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.440981161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-30 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.475998381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-31 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.519643532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-01 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.649329067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-02 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.593529389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-03 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.086650777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
