Powerhouse/Unit:,LO-84,LO-91,LO-93,LO-39,LO-21,LO-64,LO-28,LO-44,LO-72,LO-59,LO-71,ZR-71,QW-97,TT-67,JC-43,LI-67,TT-63,QW-82,QW-13,QW-10,JC-52,QW-56,HJ-30,QW-91,HJ-80,QW-94,QW-15,QW-76,QW-05,JC-99,QW-92,QW-54
Field Name:,HT_GB_SH_NA_NA_NA_90_VM_HO-4vrkf,HT_GB_SH_NA_NA_NA_90_VM_HO-5mJuR,HT_GB_SH_NA_NA_NA_90_VM_HO-5sR7R,HT_GB_SH_NA_NA_NA_90_VM_HO-AoYd5,HT_GB_SH_NA_NA_NA_90_VM_HO-D8sJi,HT_GB_SH_NA_NA_NA_90_VM_HO-HIIAW,HT_GB_SH_NA_NA_NA_90_VM_HO-k2QXo,HT_GB_SH_NA_NA_NA_90_VM_HO-ksXGv,HT_GB_SH_NA_NA_NA_90_VM_HO-nOtnK,HT_GB_SH_NA_NA_NA_90_VM_HO-tycIY,HT_GB_SH_NA_NA_NA_90_VM_HO-yhjXd,HT_GB_SH_NA_NA_NA_DNA_VM_AX-alU4A,HT_GB_SH_NA_NA_NA_DNA_VM_HO-47caF,HT_GB_SH_NA_NA_NA_DNA_VM_HO-7nvE0,HT_GB_SH_NA_NA_NA_DNA_VM_HO-7xJRW,HT_GB_SH_NA_NA_NA_DNA_VM_HO-93Oix,HT_GB_SH_NA_NA_NA_DNA_VM_HO-AB4Kn,HT_GB_SH_NA_NA_NA_DNA_VM_HO-aD3l6,HT_GB_SH_NA_NA_NA_DNA_VM_HO-awezq,HT_GB_SH_NA_NA_NA_DNA_VM_HO-DuTvZ,HT_GB_SH_NA_NA_NA_DNA_VM_HO-DzxzI,HT_GB_SH_NA_NA_NA_DNA_VM_HO-HvcMW,HT_GB_SH_NA_NA_NA_DNA_VM_HO-iPtaz,HT_GB_SH_NA_NA_NA_DNA_VM_HO-jT2bm,HT_GB_SH_NA_NA_NA_DNA_VM_HO-nqPzD,HT_GB_SH_NA_NA_NA_DNA_VM_HO-QOolI,HT_GB_SH_NA_NA_NA_DNA_VM_HO-qVZ6H,HT_GB_SH_NA_NA_NA_DNA_VM_HO-rDM3R,HT_GB_SH_NA_NA_NA_DNA_VM_HO-rnKdB,HT_GB_SH_NA_NA_NA_DNA_VM_HO-Xq8AD,HT_GB_SH_NA_NA_NA_DNA_VM_HO-XRCzY,HT_GB_SH_NA_NA_NA_DNA_VM_HO-ZCyNY
2011-07-29 00:00:00+00:00,1.251724182,2.896430758,1.509237561,1.520164304,0.964285727,2.261377552,2.949625167,1.5,2.42981471,2.667297176,3.441343177,0,0,0,5.265874081,6.432620428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-30 00:00:00+00:00,1.412903247,3.070602553,1.523474204,1.681204203,1.016000021,2.277210262,2.939917934,1.626086974,2.288095841,2.59622116,3.665826669,0,0,0,5.070063179,6.546287879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-31 00:00:00+00:00,1.514583368,3.017170839,1.511631444,1.612177153,1.103030319,2.3080193,2.976243463,1.533333341,2.430317575,2.497766656,3.467457357,0,0,0,5.055399839,6.476075127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-01 00:00:00+00:00,1.491011251,2.978463404,1.503020157,1.617163044,1.014705903,2.29524638,2.991674777,1.450000003,2.704172925,2.555386739,3.694617622,0,0,0,5.579028305,6.61983529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-02 00:00:00+00:00,1.495327122,3.105922649,1.516161643,1.635883049,1.024074094,2.316303455,3.018040027,1.425000012,2.467599112,2.563409304,3.807081403,0,0,0,5.45922157,6.590058958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-03 00:00:00+00:00,1.484444466,3.017952628,1.51403228,1.639534919,1.044186068,2.328171696,2.927848149,1.450000018,2.396220432,2.58615497,3.747628517,0,0,0,5.420526232,6.238268745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-04 00:00:00+00:00,1.50972224,2.934365552,1.520772081,1.640920939,1.019047635,2.335923268,2.961842746,1.5,2.485202315,2.459765144,3.706010987,0,0,0,5.383818959,6.464562152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-05 00:00:00+00:00,1.330303062,2.915136346,1.525525065,1.61653175,1.033333351,2.351421669,3.012665609,1.512500003,2.530441386,2.677597261,3.542415772,0,0,0,5.476060588,6.306036184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-06 00:00:00+00:00,1.393548404,2.94670958,1.51842522,1.642918185,1.065000019,2.356983295,3.013026533,1.466666659,2.399522917,2.605248173,3.71801438,0,0,0,5.817365927,6.262940276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-07 00:00:00+00:00,1.512149546,3.003150812,1.548452038,1.69623959,1.105882378,2.367375946,2.873392116,1.439999998,2.523633246,2.537794305,3.895023103,0,0,0,5.825670716,6.108165548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-08 00:00:00+00:00,1.37241382,2.91838107,1.526101165,1.610853528,1.075000018,2.390663447,2.813816332,1.40000001,2.552034535,2.577463797,3.554702547,0,0,0,5.27385849,6.22774736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-09 00:00:00+00:00,1.441463436,2.908313276,1.546793784,1.628713608,1.064705905,2.386443883,2.886465772,1.457142864,2.495820665,2.494658286,3.765432155,0,0,0,5.511064821,6.382136314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-10 00:00:00+00:00,1.414285728,2.887910076,1.554125438,1.653677274,1.062500023,2.395944663,2.916853977,1.516666671,2.508025136,2.59675955,3.77535294,0,0,0,5.336553352,6.133409499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-11 00:00:00+00:00,1.515873027,2.872783552,1.551788513,1.651088191,0.990909111,2.388957111,3.009415311,1.514285735,2.699349677,2.571698652,3.804180125,0,0,0,6.40982603,6.210987586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-12 00:00:00+00:00,1.52291668,2.980926157,1.537108036,1.707730613,1.061290341,2.395227325,2.870301341,1.457142864,2.6606897,2.551772371,4.013942924,0,0,0,6.107583486,5.783829212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-13 00:00:00+00:00,1.471641804,2.941501575,1.568718827,1.679808746,1.085714311,2.413868671,3.052214304,1.5,2.466844125,2.62772431,3.85264255,0,0,0,6.212880735,6.029913583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-14 00:00:00+00:00,1.409523828,2.966880618,1.546140963,1.639869086,1.027272745,2.432069301,3.033917386,1.54000001,2.232313618,2.473853856,3.696653599,0,0,0,5.780995398,6.175768942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-15 00:00:00+00:00,1.511111129,2.957843756,1.516830089,1.712564704,1.095833359,2.437100267,2.959855819,1.516666671,2.242706278,2.461523222,4.026975833,0,0,0,5.812499644,6.684877085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-16 00:00:00+00:00,1.587050385,3.03635658,1.542857165,1.77122888,1.116279098,2.437267132,3.002512611,1.418181842,2.590904908,2.50494778,4.259528565,0,0,0,5.870737661,6.276110521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-17 00:00:00+00:00,1.553448293,3.042768731,1.533482836,1.798368251,1.097619071,2.435889296,3.004841546,1.425000012,2.538108998,2.546575387,4.291337907,0,0,0,5.880816865,6.378057209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-18 00:00:00+00:00,1.523404271,2.93906014,1.551473161,1.73104544,1.063636379,2.439519283,3.024573727,1.463636377,2.405499458,2.52800516,4.094198965,0,0,0,5.770878242,6.49817106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-19 00:00:00+00:00,1.502564125,2.909806967,1.51160223,1.713263921,1.066666683,2.453301023,3.029987553,1.471428582,2.269941288,2.539914207,3.9990513,0,0,0,6.094984649,6.540630875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-20 00:00:00+00:00,1.490909112,2.912946277,1.526422039,1.720282718,1.055000019,2.45623248,3.072823965,1.416666707,2.26902026,2.610293083,3.851203764,0,0,0,5.186384482,6.393179539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-21 00:00:00+00:00,1.551020425,3.071707734,1.534883744,1.802432809,1.060000018,2.451420768,3.039261215,1.483333329,2.068971668,2.601221085,3.897199705,0,0,0,5.563829778,6.5879914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-22 00:00:00+00:00,1.545622145,3.095307187,1.551194991,1.83985558,1.124637711,2.450513073,3.099692476,1.405882373,2.236168173,2.491914236,4.093612848,0,0,0,5.420170666,6.367181734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-23 00:00:00+00:00,1.518699202,3.284683384,1.524469437,1.82816905,1.112903255,2.429569019,3.318082132,1.439999998,2.593499874,2.566144799,4.059916738,0,0,0,6.62516589,6.603604576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-24 00:00:00+00:00,1.547560998,3.154388254,1.531796716,1.776754417,1.107500027,2.446645917,3.190064151,1.425000012,2.207930554,2.853419104,3.963700297,0,0,0,5.878262194,6.666231543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-25 00:00:00+00:00,1.536585386,3.037693721,1.530268766,1.901416758,1.074193568,2.464825878,3.247117426,1.450000012,2.23497114,2.636426162,3.890025428,0,0,0,6.133580193,6.764029918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-26 00:00:00+00:00,1.53820227,2.99423082,1.522105287,1.871499567,1.075000018,2.496699421,3.239745446,1.411111143,2.186413881,2.604765703,3.818325647,0,0,0,6.018375202,6.784070191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-27 00:00:00+00:00,1.503333347,2.976368663,1.552092376,1.796408292,1.085714306,2.504709615,3.184084631,1.514285718,1.8966258,2.649761302,3.756103735,0,0,0,6.526980425,6.924004616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-28 00:00:00+00:00,1.404081661,2.776786945,1.545155734,1.724806777,1.044444462,2.509359225,3.088530067,1.550000012,1.91375278,2.660176724,3.535528816,0,0,0,6.13631539,6.730084211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-29 00:00:00+00:00,1.581927725,2.807750944,1.527317903,1.787029986,1.042857162,2.51007141,3.13417616,1.533333341,1.795126199,2.800656983,3.63743681,0,0,0,0.051499198,6.535216766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-30 00:00:00+00:00,1.407894749,2.8615721,1.54257751,1.790887724,1.064285734,2.543345756,3.199056226,1.545454556,1.907158972,2.732576711,3.528162962,0,0,0,0.151159682,6.82626539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-31 00:00:00+00:00,1.520253177,2.841583562,1.551666687,1.822364445,1.262790724,2.482637769,3.09036092,1.721739146,1.948928607,2.71299299,3.712974463,0,0,0,0.037511762,6.769309601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-01 00:00:00+00:00,1.585882371,2.857684975,1.511976661,1.831659285,1.066666689,2.473985278,3.08408168,1.544444455,1.939107647,2.749774431,3.708307101,0,0,0,0.105223672,6.740026362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-02 00:00:00+00:00,1.608064547,2.678378425,1.550806482,1.860069679,1.1360656,2.471374804,2.995994472,1.706451643,2.044575837,2.798654378,3.525782045,0,0,0,0.570305948,6.739568144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-03 00:00:00+00:00,1.54722224,2.650561841,1.52686087,1.846863347,1.042857167,2.425124435,3.340090143,1.461111138,2.125344683,2.882414845,3.406900776,0,0,0,0,6.639936356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-04 00:00:00+00:00,1.351020433,2.6967874,1.478149133,1.734429939,0,0,3.343477362,0.100000001,2.245259432,2.660298873,3.280141263,0,0,0,0,6.788453895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-05 00:00:00+00:00,1.590566064,2.673165184,1.556991178,1.798337875,1.25625002,0,3.327817263,0.100000001,2.261655944,2.67393988,3.328712034,0,0,0,0,6.365957878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-06 00:00:00+00:00,1.654838738,2.687802755,1.595986269,1.885807473,1.037931056,2.510394307,3.29796293,-0.800000047,2.262516599,2.74458053,3.653795669,0,0,0,0,6.506812622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-07 00:00:00+00:00,1.56478875,2.64899648,1.537113431,1.715825174,1.110526346,2.463814225,3.454978411,-2.600000143,2.153501763,2.663441273,3.721234178,0,0,0,0,5.71447763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-08 00:00:00+00:00,1.591578973,2.656753141,1.506849335,1.726602487,1.092727294,2.467351824,3.521090315,-2.600000143,2.161568318,2.659869217,3.650850714,0,0,0,0,6.763780272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-09 00:00:00+00:00,1.385326117,2.643742707,1.650628954,1.757046558,1.275000025,2.419277155,3.627619107,-2.600000143,2.286631807,2.602360619,3.423110016,0,0,0,0,7.965863014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-10 00:00:00+00:00,1.374074103,2.590644055,1.511821121,1.720707099,1.068750018,0,3.512241434,-2.600000143,2.381874317,2.711809971,3.371335249,0,0,0,0,7.084414656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-11 00:00:00+00:00,1.408284057,2.538519493,1.592156893,1.725412367,1.213333357,0,3.494756095,-2.600000143,2.446780495,2.694289647,3.375810324,0,0,0,0,7.703980269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-12 00:00:00+00:00,1.502222246,2.473572108,1.49780096,1.81263877,1.183544331,2.303048821,3.352452476,-2.600000143,2.383784787,2.767150391,3.446788163,0,0,0,0,7.107684143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-13 00:00:00+00:00,1.610084069,2.553774407,1.524473102,1.860218242,1.167241398,0,3.405123159,-2.600000143,2.409899439,2.859076485,3.370459908,0,0,0,0,6.388512586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-14 00:00:00+00:00,1.790595644,2.518843566,1.523232358,1.805210573,1.371764734,2.503283344,3.565506387,-2.600000143,2.331716188,2.739677167,3.454991588,0,0,0,8.51644152,6.852621652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-15 00:00:00+00:00,0.100000001,2.520250292,1.564637338,1.817038133,1.175555578,2.375898069,3.431613744,-2.600000143,2.457191658,2.757573703,3.436341504,0,0,0,0.151159691,7.18678283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-16 00:00:00+00:00,1.516733091,2.589800544,1.461635249,1.856048417,1.169767461,2.461958088,3.412175652,-2.600000143,2.297397301,2.838005749,3.381926655,0,0,0,13.15338884,7.726502003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-17 00:00:00+00:00,1.367206504,2.51995017,1.621538496,1.862233364,1.151739162,2.445250044,4.569854324,-2.600000143,2.343512412,2.81331578,3.385101261,0,0,0,11.6739452,5.83108747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-18 00:00:00+00:00,1.408108142,2.584028528,1.632075497,1.825814674,1.156250023,2.440216453,3.144957438,-2.600000143,2.259762351,2.866178677,3.277946172,0,0,0,0.040054933,6.081077578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-19 00:00:00+00:00,1.526016297,2.476206938,1.525093669,1.868211473,1.21836738,2.380972867,3.290648463,-2.600000143,2.287083564,2.792828194,3.395050461,0,0,0,10.41127351,6.813992379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-20 00:00:00+00:00,1.321810735,2.470513286,1.475212391,1.827487594,1.045000022,2.463793145,3.204703979,-2.600000143,2.619630533,2.780023551,3.484259311,0,0,0,9.926547415,7.892334195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-21 00:00:00+00:00,1.364367856,2.633269886,1.486001952,1.837231643,1.220547969,2.437990243,3.342655005,-2.600000143,2.231074645,2.830889003,3.323994091,0,0,0,7.575217399,10.45302667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-22 00:00:00+00:00,1.222222258,2.603326036,1.599200617,1.808600368,0.915625023,2.420022675,3.337354031,-2.600000143,2.34925579,2.891492112,3.514010832,0,0,0,7.280757676,11.33482701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-23 00:00:00+00:00,1.543356672,2.489172564,1.527465704,1.854015575,0.613333349,2.406719708,2.526382532,-2.600000143,2.390113493,2.727701795,3.587340675,0,0,0,7.601096289,8.305639718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-24 00:00:00+00:00,1.354761937,2.573180533,1.51513587,1.871736855,1.235294144,2.392248125,2.633817825,-2.600000143,2.411900354,2.94508315,3.438696751,0,0,0,7.314188015,7.361665142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-25 00:00:00+00:00,1.340740772,2.56851164,1.536879933,1.804033321,1.187500036,0,2.837618722,-2.600000143,2.352582564,2.897735451,3.344249699,0,0,0,7.095468963,6.276120572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-26 00:00:00+00:00,1.381481506,2.556951976,1.500143612,1.881552451,1.051562522,0,2.839294861,-2.600000143,2.316761407,2.741973058,3.480250048,0,0,0,7.782543721,6.765371652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-27 00:00:00+00:00,1.319387791,2.729125809,1.477951563,1.835955088,1.072222235,0,2.687489259,-2.600000143,2.011636862,3.183836002,3.301053692,0,0,0,7.623766887,6.118426466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-28 00:00:00+00:00,1.401923103,0,1.561135404,1.856556114,1.165384642,2.506941218,2.874060198,-2.600000143,2.267518677,2.855275073,3.548843714,0,0,0,7.574874178,6.695631906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-29 00:00:00+00:00,1.338271644,0.066666668,1.50904113,1.723657867,0.912903245,2.380478871,2.747406685,-2.600000143,2.285075126,2.76801652,3.422451029,0,0,0,7.499404654,7.09789862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-30 00:00:00+00:00,1.317808248,-1.666666667,1.470051314,1.740166812,1.293617051,2.426362353,2.857024841,-2.600000143,2.318120847,2.735728353,3.263260382,0,0,0,7.949670271,8.337564825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-01 00:00:00+00:00,1.288000042,-5,1.494646717,1.817707934,1.306896579,2.407590034,2.577501177,-2.600000143,2.520934243,3.12229842,3.302005777,0,0,0,7.658844603,7.846249722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-02 00:00:00+00:00,1.424427519,-5,1.535269744,1.792607342,1.246666696,2.338502727,2.715401931,-2.600000143,2.223037365,2.691869968,3.378306015,0,0,0,7.618095236,5.871827957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-03 00:00:00+00:00,1.341025677,-5,1.533140909,1.759893515,1.115000023,2.402639566,2.659255723,-2.600000143,2.436402554,2.812094885,3.290608742,0,0,0,7.70414091,6.426116838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-04 00:00:00+00:00,1.468686897,-5,1.450229392,1.714946535,1.191304371,2.397157033,2.649139249,-2.600000143,2.42820132,2.712702267,3.336857757,0,0,0,7.619413017,5.246880131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-05 00:00:00+00:00,1.322857166,-5,1.460489546,1.764687283,1.303636398,2.418195541,2.74024626,-2.600000143,2.550040359,3.070627464,3.341206077,0,0,0,7.430440811,5.383848285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-06 00:00:00+00:00,0.100000001,-5,1.470309314,1.669559439,1.048717971,2.385269602,2.635176697,-2.600000143,2.607540185,2.932195021,3.317353833,0,0,0,7.270479867,5.392136526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-07 00:00:00+00:00,1.299137952,-5,1.41466528,1.668906277,1.195454562,2.377514845,2.732991574,-2.600000143,2.394045069,2.749485371,3.263503697,0,0,0,7.899586131,6.796709698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-08 00:00:00+00:00,1.497058858,-5,1.435409866,1.665031674,1.112000016,2.388888937,2.525883078,-2.600000143,2.43319376,2.546575389,3.259232414,0,0,0,7.766175283,7.075136215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-09 00:00:00+00:00,1.603418836,-5,1.436164874,1.652728476,1.219230786,2.382676635,2.559380231,-2.600000143,2.272632308,2.556027045,3.293457078,0,0,0,7.655720217,6.283160979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-10 00:00:00+00:00,1.40259743,-4.375,1.418317787,1.780752243,1.085365878,2.357956499,2.908802168,-2.275000125,2.274320616,2.678335772,3.49857555,0,0,0,8.338851329,5.200795925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-11 00:00:00+00:00,1.475409871,-5,1.466404526,1.715456904,1.235051572,2.364003996,2.725225679,-2.600000143,2.344302132,2.784379409,3.308067427,0,0,0,7.877202452,6.429250871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-12 00:00:00+00:00,1.464705924,-5,1.44721381,1.704145903,1.116981157,2.40238943,2.818349217,-2.600000143,2.516191276,2.602269947,3.371428617,0,0,0,8.038947856,5.467275462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-13 00:00:00+00:00,1.336363663,-5,1.472651638,1.737068663,1.041509453,2.357326529,3.018909873,-2.600000143,2.374420619,2.361053927,3.663067013,0,0,0,8.30988508,5.285071283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-14 00:00:00+00:00,1.411538482,-5,1.484708502,1.689354429,1.190740762,2.291641234,2.883796344,-2.600000143,2.440079182,2.68531912,3.453651171,0,0,0,7.734796039,6.442895928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-15 00:00:00+00:00,1.439393972,-5,1.458725793,1.682366102,1.388888909,2.281456255,2.711063875,-2.600000143,2.405153889,2.776597632,3.275996426,0,0,0,7.656765188,5.458925477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-16 00:00:00+00:00,1.438016568,-5,1.442946353,1.778313679,1.255952412,2.3326277,2.787579377,-2.600000143,2.475847502,3.005654631,3.342258387,0,0,0,7.250217274,7.532559289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-17 00:00:00+00:00,1.44942532,-5,1.479653211,1.745529445,1.228750018,2.340913758,3.03045556,-2.600000143,2.05598064,2.843089481,3.34062158,0,0,0,7.288823793,5.800736479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-18 00:00:00+00:00,1.380412394,-5,1.452651549,1.776255223,1.099130457,2.323473003,3.270116675,-2.600000143,2.009022348,2.569254115,3.751481541,0,0,0,7.855318589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-19 00:00:00+00:00,1.291000031,-5,1.390651771,1.696096032,1.0023256,2.328801601,2.700650046,-2.600000143,2.288247466,2.813448943,3.368177902,0,0,0,7.854270189,0.016666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-20 00:00:00+00:00,1.530303065,-5,1.473291952,1.673967785,1.306578968,2.288861435,2.747587769,-2.600000143,2.285164876,2.741250556,3.298554264,0,0,0,7.607171398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-21 00:00:00+00:00,1.198484889,-5,1.421278753,1.633786517,0.886363647,2.323964017,2.655062955,-2.600000143,2.287308094,2.684084926,3.324211756,0,0,0,7.356235387,8.028563015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-22 00:00:00+00:00,1.354901994,-5,1.393473713,1.751071216,1.525000025,2.340988432,2.589505966,-2.600000143,2.559993406,2.955291546,3.117140288,0,0,0,7.613393029,7.647123168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-23 00:00:00+00:00,1.38421056,-5,1.471228804,1.85234571,1.326250028,2.375082023,2.855792277,-2.600000143,2.698077696,3.270945144,3.135660428,0,0,0,7.716489015,7.492228479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-24 00:00:00+00:00,1.3662338,-5,1.427329222,1.698325388,1.137333364,2.364499538,2.913511956,-2.600000143,2.343251422,2.822914622,3.415935871,0,0,0,7.736805893,7.232366875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-25 00:00:00+00:00,1.405128231,-5,1.427316633,1.680855972,1.115789491,2.340585202,3.030186718,-2.600000143,2.206734048,2.630339453,3.502027088,0,0,0,8.143574202,6.964948252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-26 00:00:00+00:00,1.319230807,-5,1.438520437,1.629886024,1.170967763,2.297241975,2.892826001,-2.600000143,2.154908113,2.788878584,3.304090952,0,0,0,7.610520674,7.003461621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-27 00:00:00+00:00,1.178787918,-5,1.403629373,1.619723086,0.960714302,2.258697366,2.668899908,-2.600000143,2.246066144,2.674647935,3.133695703,0,0,0,7.711626464,6.847819492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-28 00:00:00+00:00,1.292727308,-5,1.398181846,1.6624946,1.137179511,2.24664184,2.984560741,-2.600000143,1.915000036,3.009516616,3.312425498,0,0,0,7.988342086,6.756633202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-29 00:00:00+00:00,1.394444487,-5,1.399806043,1.814949311,1.154545486,2.131519737,2.596451659,-2.600000143,2.391626255,3.215337098,2.976380999,0,0,0,7.143563679,6.795368457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-30 00:00:00+00:00,1.288059738,-5,1.489638584,1.679325673,1.261538487,2.138329282,2.553931077,-2.600000143,2.238647812,3.015272469,2.963811618,0,0,0,7.298225338,6.853299715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-31 00:00:00+00:00,1.177272764,-5,1.411408845,1.753019403,1.029629649,2.233871012,2.808703753,-2.600000143,2.418311334,3.280831731,3.051815235,0,0,0,7.828879105,6.818678219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-01 00:00:00+00:00,1.168571469,-5,1.411571152,1.646250032,1.138461559,2.214518192,2.684011673,-2.600000143,2.377052622,2.89947281,3.071973733,0,0,0,8.70324398,6.770960549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
