The use of this data is subject to the terms and conditions of agreement with the HRI and cannot be shared with non-HRI customers without prior written permission.
HT_Vibration_Daily (2000/01/01 12:00:00 AM UTC+0000 - 2023/07/29 11:59:59 PM UTC+0000)
Request No.,1402
Shijia Zhao,Department of Energy
Requested:,2023/07/29 08:22:07 PM UTC+0000
Columns:,6,Averaging Period:,1 Day(s),Interpolation:,None,Out of Range Data Excluded:,False

Unit:,Mils,Mils,Mils,Mils,Mils,Mils
Site:,90716,90716,95152,95152,90716,90716
Powerhouse/Unit:,KI-45,KI-99,PW-68,PW-68,KI-99,KI-45
Generator Profiles:,,,,,,
Governor Profiles:,,,,,,
Hydraulic Turbine Profiles:,HT6617,HT5705,HT9409 (1997/01/01:2015/02/10) HT2532 (2020/01/23:present),HT9409 (1997/01/01:2015/02/10) HT2532 (2020/01/23:present),HT5705,HT6617
Tag Name:,,,,,,
Field Name:,HT_NA_NA_NA_NA_NA_DNA_VM_HO-185Vh,HT_NA_NA_NA_NA_NA_DNA_VM_HO-4o9bX,HT_NA_NA_NA_NA_NA_DNA_VM_HO-AotMh,HT_NA_NA_NA_NA_NA_DNA_VM_HO-BjARE,HT_NA_NA_NA_NA_NA_DNA_VM_HO-c2rB2,HT_NA_NA_NA_NA_NA_DNA_VM_HO-IAZ32
2011-07-29 00:00:00+00:00,6.960000000000179,0.09166666666700034,6.817070051890289,10.152181599725369,0.11666666666701551,11.669230769230907
2011-07-30 00:00:00+00:00,6.996296296296434,0.10833333333368976,6.840414546824949,10.13644747934581,0.1500000000003185,11.77678571428592
2011-07-31 00:00:00+00:00,6.9280000000000825,0.10833333333368976,6.652683982683983,9.87114921066033,0.20833333333359874,11.725000000000163
2011-08-01 00:00:00+00:00,15.68482446206135,0.22500000000025025,6.611277745608955,9.966947331947333,0.33750000000014785,25.57262773722648
2011-08-02 00:00:00+00:00,15.646398503274286,0.21250000000026162,6.846627253343671,10.052366226546212,0.3458333333334736,25.391065830721207
2011-08-03 00:00:00+00:00,15.103282051282255,0.23928571428595152,6.777107213885373,10.153074318605045,0.35517241379326664,24.851059907834298
2011-08-04 00:00:00+00:00,6.411111111111241,0.0040000000000145605,6.653043084721217,10.101324823184406,0.011538461538486037,10.927027027027195
2011-08-05 00:00:00+00:00,15.560878243513175,0.0657142857144079,6.88157827124243,10.038158287705327,0.10952380952396985,25.44341421143867
2011-08-06 00:00:00+00:00,15.450954478707978,9.80104166666686,7.120046321040442,10.07767878077374,12.434948096886018,25.27103274559214
2011-08-07 00:00:00+00:00,15.833392539964677,4.372000000000115,7.647997186565853,10.436611240438976,7.453125000000056,25.490404797601403
2011-08-08 00:00:00+00:00,22.167500000000178,7.3643002028399325,6.647811911044101,10.06996954829978,11.175888324873288,29.67327586206915
2011-08-09 00:00:00+00:00,6.830769230769383,7.277589134125811,6.887744600938967,10.244215468669967,10.936557930258914,11.600000000000191
2011-08-10 00:00:00+00:00,15.886877828054505,4.443902439024528,7.196820898070684,10.516315705384246,7.582203389830674,25.682834331337524
2011-08-11 00:00:00+00:00,15.942690815006667,5.45549295774665,7.225562130177514,10.41048797133595,8.994077669903097,25.675031525851402
2011-08-12 00:00:00+00:00,6.731034482758723,5.603832211289671,7.260911816578484,10.455656867629962,9.134350669573523,11.296226415094562
2011-08-13 00:00:00+00:00,6.736000000000201,7.615117891817105,6.798278221208666,10.191505637467476,11.914891846921998,11.206818181818372
2011-08-14 00:00:00+00:00,6.561538461538648,7.342000000000181,7.103810458682848,10.381213022640885,11.353971962617015,10.882352941176677
2011-08-15 00:00:00+00:00,6.672000000000278,7.247119341563974,6.30855719237435,10.074291812184711,11.420978120978319,11.06666666666683
2011-08-16 00:00:00+00:00,6.739285714285949,7.500813008130257,7.943842034805891,6.492702060221871,11.522023047375356,11.160606060606218
2011-08-17 00:00:00+00:00,6.736000000000166,7.9186206896553495,7.696705882352941,6.427371349095966,12.220560747663754,11.035000000000213
2011-08-18 00:00:00+00:00,6.777777777777929,7.174350282486059,7.773183453237411,6.456220472440945,11.003487544484177,10.9913043478263
2011-08-19 00:00:00+00:00,6.8120000000001335,6.766666666666845,7.732182741116752,6.419582542694497,10.699897750511443,11.064102564102768
2011-08-20 00:00:00+00:00,6.736000000000184,4.304166666666843,7.657518518518519,6.470228310502283,7.34166666666681,10.978378378378617
2011-08-21 00:00:00+00:00,6.838461538461685,4.304166666666843,7.558706293706294,6.28269387755102,7.328000000000156,11.154285714285917
2011-08-22 00:00:00+00:00,6.742307692307907,7.14598765432117,7.662692307692309,6.421018329938899,10.967348927875438,10.953488372093233
2011-08-23 00:00:00+00:00,6.734615384615589,7.118367346938955,7.482439862542955,6.257896825396825,11.07908704883247,10.863888888889107
2011-08-24 00:00:00+00:00,16.08720430107547,6.999339933993589,7.558877374784111,6.3599605522682445,10.709071729957994,25.918847209515295
2011-08-25 00:00:00+00:00,16.17193326790992,7.58000000000019,7.360620437956205,6.21906779661017,10.922413793103638,26.05960548885097
2011-08-26 00:00:00+00:00,16.055429650613988,6.859424920127964,7.670570570570571,6.4026037735849055,10.256066945606875,26.124580152671953
2011-08-27 00:00:00+00:00,16.410311284046895,9.972972972973135,7.768411214953271,6.409560000000001,13.784615384615558,26.53700173310245
2011-08-28 00:00:00+00:00,16.345178197065188,4.324000000000158,7.866230529595016,6.475734265734266,7.472000000000025,26.299714557564418
2011-08-29 00:00:00+00:00,15.522686025408547,6.542857142857315,8.227602674307544,6.850221285563751,10.363467492260243,25.65675459632315
2011-08-30 00:00:00+00:00,16.84208170117535,4.304166666666843,7.884895705521472,6.531627565982404,7.387500000000101,27.21539626451307
2011-08-31 00:00:00+00:00,16.707160096540825,4.304166666666843,7.885096566523605,6.509461942257218,7.384000000000104,26.84690618762495
2011-09-01 00:00:00+00:00,16.01650655021854,6.945481927711026,7.625032188841201,6.427253613666229,10.107766990291436,26.342389853137718
2011-09-02 00:00:00+00:00,16.4849593495937,4.32916666666682,7.835702702702703,6.549223880597015,7.392000000000097,26.805290546400894
2011-09-03 00:00:00+00:00,16.72300518134735,4.3208333333334945,7.856792668957617,6.522599150141643,7.379166666666776,27.180765883377052
2011-09-04 00:00:00+00:00,16.53218884120192,4.3208333333334945,7.396032064128256,6.291274509803922,7.392000000000097,26.794953271028238
2011-09-05 00:00:00+00:00,16.772727272727472,4.332000000000151,7.058609703113686,6.1418329853862215,7.425000000000067,27.484670231729254
2011-09-06 00:00:00+00:00,16.289227535470513,6.4641090678505355,6.869704620462046,6.088745423010214,9.808537030281103,27.44706939142171
2011-09-07 00:00:00+00:00,16.996074432832216,7.23565037852736,7.262750752654096,6.09785964230171,10.58391781792439,28.428452463567165
2011-09-08 00:00:00+00:00,17.942952699474635,8.120145495243602,7.634751954059659,6.170455039883975,11.572582189594836,29.802610742563864
2011-09-09 00:00:00+00:00,18.392086520707135,8.12427184466037,8.297266125587356,6.648893649193549,11.373885350318666,30.182367992556607
2011-09-10 00:00:00+00:00,18.292337164751164,7.006549520766956,7.776898757997742,6.268810211946049,10.722021812080726,29.90823913589571
2011-09-11 00:00:00+00:00,18.62772155780456,4.699195710455944,7.38181255799567,6.059619124797407,8.248972188633799,30.31079348116504
2011-09-12 00:00:00+00:00,18.151953907815834,6.269904076738774,7.507349159248269,6.124791411042945,10.009369577790817,29.439316239316437
2011-09-13 00:00:00+00:00,17.913694507148435,8.114440433213153,7.496612612612613,6.113044846577498,11.831368421052824,28.067842445620418
2011-09-14 00:00:00+00:00,18.467491856677725,4.041666666666817,7.447632113821139,6.095907710989679,7.203571428571695,29.334024455077284
2011-09-15 00:00:00+00:00,17.834935437589873,4.100000000000323,7.6792725298588485,6.107602459016394,7.211538461538722,28.236833046471794
2011-09-16 00:00:00+00:00,18.163343328336033,8.61777777777797,7.663363943934268,6.141196531791908,12.104081632653251,28.740408415841788
2011-09-17 00:00:00+00:00,18.250455729166866,4.100000000000342,7.426483957219252,6.218,7.2590909090911255,27.922040816326728
2011-09-18 00:00:00+00:00,18.139162422184693,4.88725065047721,7.3169900771775085,6.082432065217391,8.23793783917137,28.352371732817243
2011-09-19 00:00:00+00:00,16.968941429339264,5.914338781575214,7.56027135678392,6.037165562913907,9.512904717854024,27.073820856772166
2011-09-20 00:00:00+00:00,17.274458483754707,4.137931034483069,7.499022201228153,6.007156319290465,7.213513513513771,27.45388776200155
2011-09-21 00:00:00+00:00,17.621138845554018,5.0772388059703335,7.351584726728225,5.926282311937264,8.422419533851457,28.4127427184468
2011-09-22 00:00:00+00:00,17.8927454659164,5.070423253442299,7.620225645813881,5.990656034795216,8.522921914357863,29.002723535457548
2011-09-23 00:00:00+00:00,17.36600969305351,7.862105263158083,7.66465909090909,6.050738255033557,11.44329896907236,29.198772023491923
2011-09-24 00:00:00+00:00,17.698451548451747,4.158333333333641,7.6329676573426575,6.151297749869178,7.166666666666966,29.14128329297841
2011-09-25 00:00:00+00:00,16.97179487179507,7.973015873016056,7.555599716110717,5.941814273430783,11.925760286225612,27.297036474164333
2011-09-26 00:00:00+00:00,17.295733788396095,11.383950617284176,7.380123164377073,5.798579881656805,15.296190476190688,28.1429797670143
2011-09-27 00:00:00+00:00,17.40269784172681,0.041666666666818335,6.983220338983052,5.700227272727273,0.08400000000014195,28.76358500256825
2011-09-28 00:00:00+00:00,17.097300215982923,0.020833333333409167,7.153143371325735,5.7104357459379615,0.033333333333397795,27.66205128205148
2011-09-29 00:00:00+00:00,17.685387755102244,0.029166666666772836,7.54282113427048,5.921652372784448,0.04800000000008372,28.352047889099133
