HT5705_HT_NA_NA_NA_DNA_VM_HO-4o9bX,HT5705_HT_NA_NA_NA_DNA_VM_HO-c2rB2,HT6617_HT_NA_NA_NA_DNA_VM_HO-185Vh,HT6617_HT_NA_NA_NA_DNA_VM_HO-IAZ32,HT_NA_NA_NA_DNA_VM_HO-AotMh,HT_NA_NA_NA_DNA_VM_HO-BjARE
10.08135608,11.46666654,8.299999952,11.96211166,3.054999948,2.670624986
10.25526318,11.69999981,9.272093041,13.17804879,3.019999981,2.648333311
10.89999988,11.76666673,9.046511805,12.5485296,3.160000086,2.600000064
10.74444442,11.74210523,8.977692223,12.75465116,3.099999905,2.660000086
10.91607133,11.94848465,8.758208987,12.52919719,3.099999905,2.608571393
11.03693708,11.93333308,8.939130203,12.00939601,3.140000105,2.605000019
11.30000019,11.89999962,8.939999798,12.11000013,3.099999905,2.549999952
11.30000019,11.89999962,9.199999809,12.60000038,3.130000114,2.577142869
11.30000019,11.89999962,9.199999809,12.60000038,5.838823532,4.110632915
11.30000019,11.89999962,9.199999809,12.60000038,3.210000038,2.574285712
11.30000019,11.89999962,9.199999809,12.60000038,3.079999924,2.502499998
11.30000019,11.89999962,9.199999809,12.60000038,3.110000014,2.482500017
11.30000019,11.89999962,9.199999809,12.60000038,5.558095203,4.246575342
11.30000019,11.89999962,9.199999809,12.60000038,3.099999905,2.607222239
11.30000019,11.89999962,9.199999809,12.60000038,3.079999924,2.529999971
11.30000019,11.89999962,9.199999809,12.60000038,3.130000114,2.490000069
11.30000019,11.89999962,9.199999809,12.60000038,2.960000038,2.49000001
11.30000019,11.89999962,9.199999809,12.60000038,3.210000038,2.589999914
11.30000019,11.89999962,9.199999809,12.60000038,5.528073385,4.281593628
11.30000019,11.89999962,9.199999809,12.60000038,3.150000016,2.555999994
11.30000019,11.89999962,9.199999809,12.60000038,3.039999962,2.435000022
11.30000019,11.89999962,9.199999809,12.60000038,3.099999905,2.536428554
11.30000019,11.89999962,9.199999809,12.60000038,3.170000076,2.49000001
11.30000019,11.89999962,9.199999809,12.60000038,3.25999999,2.492000008
11.30000019,11.89999962,9.199999809,12.60000038,3.089999914,2.583333333
11.30000019,11.89999962,9.199999809,12.60000038,3.099999905,2.569999933
11.30000019,11.89999962,9.199999809,12.60000038,3.089999914,2.50333333
11.30000019,11.89999962,9.199999809,12.60000038,3.079999924,2.622500002
11.30000019,11.89999962,9.199999809,12.60000038,3.130000114,2.589999994
11.30000019,11.89999962,9.199999809,12.60000038,5.733591843,4.543264451
11.30000019,11.89999962,9.199999809,12.60000038,5.70192053,4.32524138
11.30000019,11.89999962,9.199999809,12.60000038,5.632825129,4.265588239
11.30000019,11.89999962,9.199999809,12.60000038,3.170000076,2.517499983
11.30000019,11.89999962,9.199999809,12.60000038,3.130000114,2.569999933
11.30000019,11.89999962,9.199999809,12.60000038,3.140000105,2.680000067
11.30000019,11.89999962,9.199999809,12.60000038,3.130000114,2.685000062
11.30000019,11.89999962,9.199999809,12.60000038,5.657058817,4.222307722
11.30000019,11.89999962,9.199999809,12.60000038,3.004999995,2.480000019
11.30000019,11.89999962,9.199999809,12.60000038,2.960000038,2.508333365
11.30000019,11.89999962,9.199999809,12.60000038,2.965000033,2.463333368
11.30000019,11.89999962,9.199999809,12.60000038,3.0,2.425000072
11.30000019,11.89999962,9.199999809,12.60000038,3.089999914,2.475000024
11.30000019,11.89999962,9.199999809,12.60000038,3.089999914,2.460000038
11.30000019,11.89999962,9.199999809,12.60000038,3.140000105,2.420000076
11.30000019,11.89999962,9.199999809,12.60000038,3.170000076,2.476666689
11.30000019,11.89999962,9.199999809,12.60000038,6.45450002,5.673888908
11.30000019,11.89999962,9.199999809,12.60000038,3.099999905,2.529999971
11.30000019,11.89999962,9.199999809,12.60000038,5.657521348,4.336074791
11.30000019,11.89999962,9.199999809,12.60000038,3.160000086,2.450000048
11.30000019,11.89999962,9.199999809,12.60000038,3.039999962,2.369999886
11.30000019,11.89999962,9.199999809,12.60000038,3.059999943,2.400000095
11.30000019,11.89999962,9.199999809,12.60000038,3.170000076,2.514999986
11.30000019,11.89999962,9.199999809,12.60000038,5.421601723,4.219668063
11.30000019,11.89999962,9.199999809,12.60000038,3.039999962,2.420000076
11.30000019,11.89999962,9.199999809,12.60000038,5.589128637,4.329047646
11.30000019,11.89999962,9.199999809,12.60000038,5.525316415,4.23070066
11.30000019,11.89999962,9.199999809,12.60000038,5.366048353,4.099356222
9.747058822,10.94999981,9.199999809,12.60000038,3.160000086,2.460000038
9.944317969,10.95326069,9.258181849,13.2517544,3.149999976,2.319999933
9.857831346,10.89772714,8.923809279,12.44712625,5.300933308,4.169160014
10.50277779,11.05750022,9.053731534,12.50247935,3.079999924,2.450000048
13.2520548,12.05384636,32.88796667,34.04880002,3.059999943,2.380000114
13.22666668,11.74599998,34.60431666,35.52552454,3.140000105,2.436666727
12.2472222,11.45952366,34.13449608,34.02518252,3.089999914,2.420000076
34.01785718,37.95571406,10.10000038,13.24320986,3.099999905,2.380000114
11.40945953,9.449999809,19.76187507,30.56831677,3.039999962,2.415000081
10.49380534,9.123913184,30.44468084,34.03274856,3.019999981,2.369999886
7.300000032,7.599999905,10.74809161,14.2510204,3.039999962,2.480000019
6.800000191,7.254054057,10.4983471,14.23061225,3.099999905,2.415000021
7.744444423,7.23783783,9.749541283,13.44634128,3.039999962,2.400000095
35.82874502,37.48991607,33.16637541,33.67839999,3.039999962,2.319999993
11.37964607,9.899999875,10.50353984,14.39749988,3.099999905,2.329999924
10.01136368,9.260000038,30.22200954,31.82794119,7.121351384,6.072631641
9.542400116,8.952272545,10.1500001,13.75099999,3.130000114,2.436666727
11.24782607,9.548148332,9.640000153,13.13000011,9.917045407,9.116000042
11.35106375,9.349999905,32.40409836,34.00820322,3.039999962,2.389999986
10.64166668,9.213888897,31.86651561,34.57276789,3.130000114,2.400000095
10.48400005,9.230666669,32.99737985,33.41504057,3.019999981,2.415000081
9.550000127,8.442856959,33.68145155,34.01463416,2.970000029,2.319999933
9.246052617,8.443478045,10.49473682,13.99268291,3.00999999,2.314999938
9.551428759,8.050000191,10.25918369,13.44555536,5.807490209,4.368664126
11.81714279,9.746491223,9.08378382,13.00869569,3.019999981,2.299999952
11.48538454,9.236000023,9.055555767,12.24893616,3.079999924,2.40999999
12.4760416,9.951388717,9.953124836,13.43653827,3.079999924,2.369999886
15.41764701,20.77656251,9.944659983,13.05151535,3.089999914,2.329999924
16.70760867,14.44705879,9.802272797,12.7734694,3.079999924,2.349999984
37.20711465,39.58913857,9.399999936,11.90454549,3.140000105,2.319999933
13.56752147,10.04380968,10.34713115,12.84567311,5.917838998,4.373102042
13.64390255,10.03035726,8.916666508,11.44456501,3.034999967,2.319999933
12.76385539,10.54222238,8.742465725,11.24526314,3.140000105,2.314999938
13.73157895,10.76571426,8.555555767,11.0008547,3.039999962,2.274999976
12.83417716,10.74285713,8.899999619,11.45166648,3.140000105,2.299999952
13.08400013,10.73902437,6.5,8.054117854,3.089999914,2.289999962
12.50857145,10.55909109,6.280000019,8.048750186,3.130000114,2.25999999
12.61685397,10.74722221,5.74749999,7.400000095,3.0,2.25
13.17093024,10.94819262,5.549999952,6.950000048,3.160000086,2.319999933
12.51946904,10.79999999,5.660000006,6.962500006,6.098498041,4.391230158
11.5,10.44629609,5.349999984,6.449999988,6.217539282,4.763917526
12.8522387,10.32692304,3.84444446,5.199999928,3.00999999,2.345000029
12.86435641,10.27619046,3.666666667,4.757142884,3.019999981,2.274999976
12.57327594,10.24897959,3.516666675,4.355000019,3.059999943,2.299000001
12.77575754,10.39999962,3.341666679,4.25,3.130000114,2.340000033
19.08979583,13.29696987,3.333333333,4.0,3.00999999,2.314000034
12.90434782,11.15846164,3.796491238,4.779999987,3.13500011,2.390000105
12.5104348,11.23703702,3.300000005,3.503448297,3.059999943,2.319999933
26.55166666,31.74482763,2.833333333,2.855172437,3.160000086,2.274999976
11.06403527,10.4981132,5.0,6.574074074,3.160000086,2.203333378
11.27358486,10.7431818,3.354545485,4.25,3.0,2.210000038
11.54247801,11.05315335,3.0,2.941176499,3.059999943,2.212500036
10.5282259,10.05573789,3.0,2.362500042,3.140000105,2.130000114
11.31538461,10.90196075,2.645454515,2.148275836,3.089999914,2.180000067
11.45480754,11.25151516,2.356521772,1.951127808,3.099999905,2.109999895
10.81764706,10.72222219,2.3469136,1.877499971,3.099999905,2.0
10.74536082,10.75000001,2.267105234,1.849999964,3.099999905,1.98666664
10.55666685,10.92758603,2.133333286,1.664705922,3.079999924,1.954999983
10.51755731,10.96228057,1.929487163,1.655172451,3.170000076,1.909999967
10.54406774,10.65238105,1.952577308,1.799999952,3.170000076,1.850000024
10.64600008,10.43999994,2.012048186,1.612500027,3.170000076,1.820000052
10.57064233,9.923684032,1.858730125,1.659259297,3.130000114,1.789999962
10.22048194,9.521929908,1.650000036,1.859374966,3.099999905,1.675000012
10.41166663,9.534482879,1.51014493,1.949999988,3.130000114,1.659999967
10.90188671,10.25326087,1.523728803,1.909589034,3.039999962,2.226666689
10.89130426,10.23777775,1.611111138,1.901315761,3.059999943,2.246153831
10.77692306,10.11000015,1.95937499,1.544444455,3.059999943,2.289999962
10.96504052,10.2483146,1.841666629,1.550000012,3.00999999,2.354999959
10.4474998,9.459782455,2.362500042,1.940425518,3.059999943,2.262499988
10.69634149,9.883333206,2.651764682,3.654054036,2.925000072,2.413157915
10.4865168,9.756097584,2.173333327,4.199999809,2.950000048,2.476923081
10.94680831,9.949999809,2.348888906,4.244444423,2.894444466,2.401428631
10.99824547,9.957692146,2.348387118,4.241176437,2.840461544,2.495510201
12.05903613,9.691304414,2.307575768,4.228571398,2.80583333,2.442405061
12.04954147,9.745454528,2.148484822,3.880000019,2.766956537,2.458387086
11.45135117,9.070000172,2.146296267,3.853968283,2.733666682,2.438190474
11.80999994,9.583333492,3.63823526,3.84912283,2.857419345,2.342444462
12.24285712,10.23750001,2.351162816,1.521518992,2.856749994,2.327903225
11.96321825,10.16250008,2.649999976,2.361111151,2.783846146,2.332164954
11.81818177,10.23999996,3.3495868,3.0,2.824705892,2.383207544
11.2536232,9.270000076,2.347619068,1.643750034,2.984605281,2.417731963
11.5346668,10.1953846,2.655172397,3.35126053,2.950000011,2.44051021
9.24999999,9.098113348,2.91203705,3.652127644,2.890135117,2.418118803
8.044444601,8.751020422,2.736734682,1.884057945,2.925394726,2.404166663
8.01200016,8.741758263,3.347368441,4.737499952,3.193076912,2.412222223
8.253061226,9.251181107,3.651886771,2.863414677,3.242359555,2.442539679
8.993388405,9.588889051,3.5,3.144117615,3.217078643,2.495726498
7.232432417,8.477192895,3.355555587,3.138461498,3.23708075,2.396796871
7.400000095,8.948809329,3.192857129,3.344186062,3.236234572,2.440387591
7.755000019,9.243037948,2.850000024,3.353164585,3.421199994,2.504836598
8.064516298,9.552174112,2.666666667,2.355555587,3.471288656,2.494140128
8.968643948,9.94814795,2.401470612,2.827272751,3.454702956,2.488187489
8.497646882,9.968292492,2.642253496,2.655434767,3.360860218,2.530687506
9.707142898,10.49220776,3.133333286,3.317741952,3.380615386,2.507354849
13.22816904,12.16000008,2.656074745,3.352777806,3.365221681,2.506280499
12.41098885,10.84545445,3.148514826,3.5,3.363989074,2.477730055
11.3724137,10.22753627,2.353246782,2.65432097,3.353065329,2.483424655
10.7402985,10.60759508,2.847572836,2.5,3.366190482,2.483988092
9.747999992,10.24862385,4.329515411,3.823913052,3.410145624,2.462571435
10.45217376,10.2522388,2.857142891,2.5,3.388547483,2.446626507
10.44949478,10.44881872,2.158333311,4.728571415,3.380758298,2.451568633
9.94393918,9.749090906,1.95882352,3.852777806,3.380154634,2.361111116
11.91372535,11.3310344,2.741860487,2.179310349,3.382473111,2.391805563
14.03619051,12.26734689,3.428395073,2.936144591,3.386628568,2.402378055
13.55250019,12.3839999,2.856321864,4.766666704,6.364950512,5.424444468
11.2425,10.74239129,3.483333336,6.442857197,3.856478891,2.885744687
11.73827163,11.02928583,2.855000024,6.711764672,3.469954543,2.564148949
13.5325927,11.68695657,3.0,4.199999928,3.453445367,2.523099428
13.98346451,11.03529421,19.29999984,7.373972579,3.458349051,2.530467848
13.86637929,11.01492529,3.599999964,5.042857102,3.43424107,2.496363642
13.8757962,11.58133336,5.590322592,7.173399021,3.42622641,2.490853661
13.61358695,11.43989362,4.967910457,6.872560949,3.436791655,2.536850844
13.66205126,11.33589743,4.066666664,5.994557828,2.270000011,1.024285704
13.96666655,10.94999984,3.497435898,5.439583341,39.73273909,35.81333272
15.45624984,13.0216217,3.336781625,5.224074046,38.62449376,35.80999939
13.84385957,11.46608684,5.194666659,6.755414021,38.27781544,35.81166606
15.40819657,12.74941177,3.810945269,6.562237766,39.15504606,35.80888828
38.45172404,13.04117663,3.169999971,5.539999962,39.70010802,39.06454479
15.54298262,12.0009434,4.175757567,6.033333302,39.06454485,35.80999939
14.7473684,12.48793105,4.152631559,4.783333358,39.06409032,35.81333272
15.2636364,13.06973679,4.7414634,4.774285739,39.27473051,6.907802211
15.96335875,11.73764703,6.066666603,6.059999943,35.80999939,4.922999954
14.77126438,11.24725276,6.131818164,6.161538418,36.83342804,7.784693903
14.75612244,13.64166674,6.712149509,6.715517217,7.896009389,6.697490364
16.27446808,13.45340903,7.810126618,7.860937541,5.055999947,6.593478278
16.16754423,12.54019621,6.790909101,6.71499999,7.540555521,4.763333321
15.54716998,12.64285722,5.748888885,5.762857151,6.795799967,6.822076935
15.77241375,13.64436093,5.756321847,5.724999976,7.027941149,6.656782962
16.90655745,12.26981131,6.059999943,5.450000048,4.797777706,6.62100776
15.73538462,11.46538451,6.712121227,6.7263158,6.859285673,6.855572509
14.95638282,11.11739146,14.93013691,15.02083326,6.836546161,6.831570883
14.74496123,11.04000015,6.033333302,4.950000048,6.862655568,6.860344828
14.75865387,11.44316545,6.238095238,6.747368411,6.997732761,6.778511459
15.23372096,14.02044198,6.0,5.933333397,7.06186233,4.658749998
18.55388128,11.9876404,6.248484843,4.559999943,7.043255793,6.492109386
16.5782261,11.52705893,6.331868156,6.166037703,6.786857124,4.646666686
16.23333346,11.24199997,6.7698718,6.548550737,4.839999994,6.528663983
16.07913074,11.42307678,6.533333302,6.066666603,6.529016381,4.563333352
16.15972278,11.24042554,6.745569615,5.746551719,4.801250041,4.610000134
16.04955771,11.23793102,6.735999985,5.71428568,6.670240937,4.599999905
16.13090959,11.49468073,6.908843524,6.907500002,4.809999943,4.637500048
16.43333308,11.25490196,6.76166666,6.998076925,4.829999924,4.599999905
15.98431367,12.25441177,6.080357134,7.0,4.839999948,6.532334638
16.26290312,11.68245618,7.029999971,6.445454597,4.813999987,4.565000176
16.07840028,12.30574716,6.466666698,7.233333326,4.819444418,4.515000105
16.96923071,13.13814437,6.282978748,7.250666676,6.739685025,4.550000191
18.05263157,11.80133335,6.733962248,7.209090883,4.745000124,4.53000021
16.57688173,11.80821913,7.027777778,6.250000023,4.788888878,4.570000172
16.63222249,11.54237304,7.21500001,6.235185164,4.781666676,4.559999943
16.41290289,12.46516855,37.28937736,36.73639577,4.780833403,4.550000095
17.43604062,11.59040007,6.737931005,5.5,4.763333321,4.540000081
16.39908231,12.88571423,8.280841143,7.948672565,4.773636341,4.600000064
20.22352946,10.68153851,38.60650398,34.84444435,4.785000086,4.619999886
15.00727278,11.14247797,7.107142891,5.258904111,4.730000019,4.619999886
15.45572512,10.72372883,6.30243905,5.950000048,4.732499957,11.64677423
15.34868411,11.62083336,8.949999993,9.347499919,4.774666627,5.320000172
16.42215901,10.97883204,34.80725398,32.47522127,4.777499914,4.659999847
15.4671232,11.13397441,6.783870959,6.748333327,10.57292677,6.731967863
15.85409839,11.22171428,36.90992056,35.83745329,5.769999981,4.590000153
15.647191,11.16913587,16.12968748,32.47666629,4.849999905,4.599999905
15.96842107,10.96517849,6.254368944,6.258620712,6.799960598,4.599999905
15.66111122,11.09194637,36.59639996,36.12261901,4.830000083,4.590000153
15.99931039,12.74175256,7.033333302,6.255405413,4.775000095,4.4599998
18.00739127,10.47446799,6.245762704,5.738888886,4.800000191,6.257265653
15.74354838,12.29805829,5.814285755,5.683333317,4.795000076,6.947047964
17.70376573,10.58208969,7.39898479,6.573684199,4.571428571,7.363003638
15.75068493,10.77682922,6.299999997,6.215789469,6.568451871,7.274962125
15.97796604,11.37867297,6.25490197,5.709090883,7.112140043,6.834130467
16.45794398,12.79620248,6.836363662,6.47826087,7.545634341,6.555593898
17.60086982,15.2248826,6.199999968,5.734615363,7.550888047,6.774044955
20.69774774,13.04187192,6.246590896,5.950000048,7.282176864,6.683867207
18.66869567,12.47466671,35.67317077,35.25020408,7.202692295,6.162040853
17.9376713,12.2876923,17.86470588,14.13108094,7.233539805,6.238072324
17.55000019,12.05609775,5.76279068,5.844871796,7.134260058,6.178543339
17.17500067,12.1452382,7.628440389,7.763478304,6.800257497,6.164367111
17.38362025,12.60000014,5.810000038,5.724999964,6.789799156,4.800000191
17.86299948,12.02523374,26.14719096,24.3886363,6.865737018,4.71999979
17.1360005,13.08081395,14.88705877,19.22448977,6.892484449,6.259066683
18.26587672,14.10944445,7.640800014,6.3134454,4.900000095,4.630000114
19.58641979,12.06716436,6.450000048,6.033333302,4.96999979,4.565000057
17.06000023,11.64000008,37.90879997,36.84417671,6.707469883,6.10255063
16.76086948,12.35913971,37.20803209,37.22395444,4.810000102,7.059945622
17.08260857,12.06153866,33.24726361,33.53153153,4.860000134,6.936904746
17.36341418,12.04318181,34.73595036,34.27583645,6.824439966,6.59237866
17.25800006,11.8411764,34.46093742,33.70869572,7.677213161,6.33887895
17.11019148,11.55373153,39.77845118,38.16920529,7.525930241,6.091300834
17.09469733,13.10890056,38.11942445,37.26181099,7.511863665,6.327639506
18.62584744,11.58295455,36.49756098,36.54023448,7.325374454,6.316507968
17.16148152,12.21648353,35.05063834,34.56067416,6.883504234,6.05390247
17.8709844,11.61000013,36.51945534,36.82932327,7.039296839,6.042182772
17.11666692,11.77125749,6.524999976,6.255102051,6.8960905,8.394000053
17.10894732,14.14337899,6.744615379,6.785000038,6.591229039,4.949999809
20.12697096,11.55999998,28.1156756,30.95419351,6.553349744,7.004827631
17.22956526,12.18452378,34.70745093,35.95272727,9.583571366,4.78000021
18.08443393,12.75833333,36.24565216,35.7286307,5.039999962,4.78000021
17.50483873,12.84615372,13.78211914,12.89862067,7.470000029,4.869999886
17.3146787,11.46557367,17.12758625,15.99672123,5.039999962,4.809999943
16.00291264,15.44930231,7.883050919,7.908928582,4.989999771,4.820000172
20.37295081,12.5,6.133333325,6.104545463,5.109999895,6.084330388
17.63118268,11.09480532,8.443076919,9.031481451,5.039999962,4.820000172
16.07651539,12.2103825,8.631999985,8.558252409,5.079999924,7.463000107
17.46832579,11.90983618,8.341935435,8.347107406,6.629642842,4.679999828
16.16721308,13.11413041,8.42113819,8.870297064,5.0,4.78000021
17.40000002,11.6937501,7.220689642,7.266666674,8.265000057,4.78000021
16.14495442,12.3585799,6.746666654,7.038095247,4.929999828,4.739999771
17.01641026,11.17901244,9.978571456,10.43159725,4.889999866,4.760000229
15.45232554,12.38039218,15.782906,15.48307697,4.989999771,4.760000229
16.74148472,12.54050641,9.585937649,9.700000026,4.96999979,4.760000229
16.96862729,11.60000005,10.06111108,10.65172415,4.940000057,8.133076943
15.78648643,14.0516279,9.751546398,10.08690486,4.889999866,4.679999828
18.55868544,12.5502857,35.80045875,36.45509262,4.940000057,4.71999979
17.43,12.4031578,36.27354267,36.18791674,8.233030218,4.690000057
16.55668785,13.7264069,12.25882351,12.96478861,4.929999828,4.610000134
17.59049583,13.22466369,12.77256636,13.54365081,4.889999866,4.590000153
17.74703187,11.92978705,12.43936156,13.46412205,4.889999866,4.690000057
16.9801526,12.24102566,39.57435913,38.94981401,4.829999924,4.619999886
16.58454573,11.98311683,14.16428583,15.08484858,4.809999943,4.650000095
15.59032267,13.76475412,15.42459004,18.86771646,4.860000134,4.440000057
17.6102739,14.88584477,12.52530119,13.18636364,4.869999886,4.53000021
18.48283258,15.98075116,11.61030935,12.51181819,4.809999943,4.650000095
19.26767233,12.83708608,11.54680842,11.55909088,4.679999828,4.550000191
17.20229894,14.13647059,10.58265324,10.0894738,4.800000191,4.559999943
17.00046949,16.33938225,13.13433962,12.67272726,4.860000134,6.093333327
19.60954359,29.85792084,12.32589642,11.84180325,4.730000019,4.559999943
30.47797366,11.42631579,13.25298509,12.75161291,4.699999809,8.147368406
15.86822432,11.39611109,12.32295077,12.12738104,6.958955217,4.400000095
15.73581402,30.0483413,12.2054546,11.97301579,4.775000095,6.366768086
32.98367341,30.25874999,12.5147287,12.50191081,9.075263099,4.409999847
32.12907803,29.72903218,12.75526319,12.88231287,4.659999847,6.301250025
31.88018858,29.0160194,15.76425994,15.89368422,7.001562463,4.510000229
31.59295144,12.79090905,12.42924517,12.47928565,4.510000229,4.489999771
13.95,12.47714277,15.7833334,16.13275866,6.960370335,4.510000229
14.97741927,11.47722765,14.88815781,15.8727272,4.570000172,4.510000229
13.53797483,13.21851854,32.42187494,28.99371732,4.610000134,4.489999771
14.82714277,13.41186425,19.15280051,19.33189611,4.619999886,4.429999828
14.72000001,13.36417901,20.13333363,19.7654676,4.679999828,4.46999979
15.00512821,13.03357141,21.73394161,21.13122676,4.619999886,4.847499967
14.50342463,12.92857122,23.44253734,22.88921936,4.570000172,4.489999771
14.17435903,13.60983605,23.67754386,22.77562718,4.679999828,4.489999771
15.32222221,13.43641617,21.61944448,20.75527429,5.0,4.510000229
15.14871798,14.10495051,23.63941601,23.07830882,4.599999905,4.550000191
15.41626795,13.57142857,15.32027976,16.34166684,4.619999886,4.429999828
14.81818183,13.12666675,18.1615917,18.44982937,4.610000134,4.46999979
14.64137942,12.91730751,18.01872791,18.33566428,4.619999886,6.489501942
13.76493506,13.43999977,18.88169016,19.39765882,4.610000134,4.489999771
13.94526295,15.69858493,37.55954548,36.64056229,4.679999828,4.480000019
15.67793429,15.02857146,37.87319143,36.93511456,7.067479643,6.310381695
15.00051815,15.97038631,17.69104511,18.83539782,4.619999886,4.429999828
16.2357143,15.28632077,17.58049994,18.43197977,4.690000057,4.429999828
15.67244445,13.21754385,19.48960571,20.51722974,6.956528892,5.25857142
13.754023,12.74594593,19.08027684,19.53048328,4.53000021,5.03000021
13.19230769,13.81782163,19.05528172,19.7317567,4.599999905,4.909999847
12.62826096,13.74642856,38.88240005,39.05496178,5.632307676,4.889999866
13.4695651,14.22000002,15.6993549,16.34968562,5.309999943,4.909999847
13.86271184,12.75423729,15.75326088,16.58050031,5.150000095,4.889999866
12.79230767,13.45491786,17.45935813,18.58588267,5.150000095,4.889999866
13.51284409,13.1581082,18.74847326,19.19507574,5.139999866,4.889999866
13.30434776,12.8933332,20.08955225,20.67664233,5.110000134,6.036953144
12.73333336,13.72662721,20.47412587,21.04021747,5.139999866,4.71999979
14.55145629,13.37513815,19.01157894,19.33666667,5.110000134,4.78000021
14.05000003,14.45939085,19.33913054,19.88441561,6.948319654,4.760000229
15.35424531,11.98709671,17.01780112,17.73947377,4.860000134,4.760000229
12.97578121,13.10895524,17.86296297,18.5824742,4.869999886,4.78000021
14.18578433,13.02748814,19.236,19.64033898,5.059999943,4.730000019
14.62191781,11.94999981,20.10472971,20.89381441,4.940000057,4.71999979
13.03292695,14.50689646,16.93005438,17.69805217,4.940000057,4.690000057
15.22372889,12.75545463,17.1352042,18.02398193,4.949999809,4.650000095
14.08089168,12.75409842,16.56435178,17.33205753,4.940000057,4.71999979
14.1815287,13.74976959,19.98095239,20.88517244,4.889999866,6.257622981
15.3991416,14.72266008,18.99929572,20.00629369,4.809999943,6.105894067
16.4021645,13.64507038,17.36587255,17.91864376,4.889999866,6.451924553
14.39683543,13.23584905,17.67096821,18.49298243,6.965617499,6.163452427
14.36907219,13.91534655,16.91823869,17.34453097,6.844236083,5.958828148
15.18632075,12.55486746,16.58941207,17.39880208,6.868530595,5.906549035
14.49999999,13.23749998,16.84431776,17.55773818,7.033485438,5.877644784
16.27782802,12.15909084,16.39931471,17.14328413,7.136254934,4.559999943
12.49016376,11.63333352,16.97823121,17.69305595,6.757777742,4.619999886
12.38999987,13.17500002,17.12800049,18.0188236,6.732983841,4.559999943
13.93418803,14.09053259,16.84226752,17.62229776,4.699999809,4.610000134
14.30837693,14.69615382,16.89102524,17.3687018,4.699999809,4.550000191
14.94258374,13.69285714,16.92432404,17.34636319,4.699999809,5.837083353
14.24999999,28.38952378,16.65866679,17.17735892,4.760000229,4.610000134
30.00398233,12.56000023,16.17047666,16.87124136,4.690000057,4.590000153
13.0615387,28.23350004,15.75245902,16.55405426,6.813484835,4.590000153
30.32431185,12.55950426,16.12234059,17.0519608,4.659999847,4.550000191
12.40309273,31.04299064,18.56727944,19.87979798,4.610000134,4.559999943
32.80593595,10.24528302,16.96377961,17.81255234,4.730000019,6.534166699
11.25333335,11.49523808,18.69393938,19.44652777,4.699999809,4.440000057
11.53486252,10.80526312,16.10789473,16.86500009,4.809999943,4.53000021
