HT_GB_SH_NA_DNA_VM_HO-7nvE0,HT_NA_NA_NA_DNA_VM_HO-AotMh,HT_NA_NA_NA_DNA_VM_HO-BjARE,HT_GB_SH_NA_DNA_VM_HO-uL9YZ,HT_GB_SH_NA_DNA_VM_HO-zbqiU,GN_GB_ND_SH_DNA_VM_HO-Cv7xc,GN_GB_ND_SH_DNA_VM_HO-Db5kr,HT_GB_SH_NA_DNA_VM_HO-93Oix
15.58848168,12.86287937,12.0853138,14.86,7.199999809,3.906884205,12.6845182,7.599999905
15.47300613,11.12125964,12.23062503,14.83333333,7.199999809,4.071884375,12.27703881,7.599999905
15.36613757,11.66631394,12.42218749,14.80666667,7.199999809,4.193393784,12.79259739,7.599999905
15.30441989,11.57464159,12.55029912,14.78461538,7.199999809,4.169021009,12.95455831,7.599999905
15.30314465,11.77501854,18.78574543,14.9,7.199999809,4.183589577,9.815594829,7.599999905
15.41538462,11.93537315,13.76599215,15,7.199999809,4.186257286,13.48864735,7.599999905
16.26032609,11.78871328,7.162799971,15.31689189,7.199999809,4.199069146,13.87239367,7.599999905
15.95325444,9.63534795,6.467027037,15.42275449,7.199999809,4.090287613,11.02346704,7.599999905
15.99120879,10.66874554,5.039999962,15.38443114,7.199999809,3.823675811,8.6669135,7.599999905
15.35798817,11.29086619,6.536315806,15.3849711,7.199999809,3.465324623,8.120625231,7.599999905
15.34235294,11.22819859,6.893103468,15.51585366,7.199999809,3.672795017,10.31423778,7.599999905
15.80426829,11.21257253,5.737405857,15.58571429,7.199999809,3.612024683,8.395529248,7.599999905
15.29038462,11.695093,5.880478274,15.1,7.199999809,3.746298723,11.17082046,7.599999905
14.6,14.2351773,5.772307698,14.8,7.199999809,3.745832073,10.46633735,7.599999905
14.5,10.35361109,5.775775862,14.9,7.199999809,3.750540758,10.92951943,7.599999905
15.23418803,8.583402479,5.833025225,15.49567901,7.199999809,3.573718358,10.14690508,7.599999905
15.48994083,8.233671917,5.543378982,15.32443182,7.199999809,3.316668943,14.56891705,7.599999905
14.9,6.079999924,5.520818949,14.9,7.199999809,3.352460101,15.04247464,7.599999905
14.9,8.662788834,5.43059069,14.9,7.199999809,3.517005004,14.07806323,10.70714278
14.8,9.039354855,5.428319306,15.50217391,7.199999809,3.557687071,10.50967785,25
15.38041237,8.220303069,5.230370339,15.32418301,7.199999809,3.647542502,7.52544075,25
15.35972222,8.25836138,5.142188823,15.1,7.199999809,3.596549314,15.67396949,25
15.50588235,8.246765985,5.003928536,15,7.199999809,3.607422025,19.45639264,5.455241978
15.7,8.282270935,4.893658514,15.00411311,7.199999809,3.863241893,19.65967339,6.040928231
15.91428571,8.28912864,4.919919029,15.01645244,7.199999809,3.825591034,19.56366386,5.234558835
15.60379747,8.23825534,5.262833315,15.02879177,7.199999809,3.897990868,19.56032657,5.103729511
15.57548387,8.123589811,4.861102015,15.04113111,7.199999809,3.86479938,5.83791233,5.148484794
15.58116883,8.266839861,4.858530621,15.05347044,7.199999809,3.930683955,18.19637845,5.193240076
14.9,8.302687784,4.924939256,15.06580977,7.199999809,3.880465812,11.18617645,5.237995358
15.52083333,8.577085037,5.100661756,15.0781491,7.199999809,3.725263825,14.08445556,5.28275064
15.5,8.558259122,4.640041661,15.09048843,10.37857127,3.507782539,13.5128897,5.327505922
16.07771429,8.541422946,4.668431344,15.10282776,25,3.498409816,18.85779413,6.165363117
15.94397906,8.512240687,4.65384615,15.1151671,25,3.401592542,17.56383438,5.441406306
15.41130952,8.52526746,3.759659873,15.12750643,25,3.667885735,13.56287385,5.172645669
15.49659091,9.067351745,4.293333358,15.13984576,7.267241365,3.707420734,18.7048724,5.344151074
15.53551913,8.46834009,4.727053927,15.15218509,7.815714389,3.679194861,13.11948375,5.473770517
15.32469136,8.371666712,6.750512798,15.16452442,7.053393614,3.779092358,13.21337284,5.226618691
15.37168675,8.372071734,4.572310758,15.17686375,7.004699302,3.890494927,13.20095046,5.389849727
15.32631579,8.706046548,4.520787412,15.18920308,7.061090924,3.88365573,13.3162426,5.235897435
15.42894737,8.18632414,4.463734426,15.22895652,7.117482545,3.906662848,13.22875679,5.627956893
15.5819209,8.396554636,4.410913057,15.4606087,7.173874167,3.927861377,13.07918677,5.490566047
15.46201117,8.034062482,4.257053956,15.59798658,7.230265789,3.877591427,19.11677101,5.329457429
14.8,5.671904746,4.565664059,15.49178082,7.286657411,3.885017302,19.45230178,5.278431397
14.7,8.193485501,4.577673467,15.37323944,7.604519785,3.6775445,19.63025103,5.320754818
15.1,8.236040026,4.026554633,15.48609272,7.409722302,3.634117214,19.56604659,5.464516163
15.67945946,10.41385318,3.969230778,15.628,7.239312936,3.631851095,19.38445858,5.36629847
15.50745342,8.267008586,4.306234825,15.67683616,7.74600762,3.600711026,19.48818971,4.638378254
14.9,8.238610061,4.45880478,15.71875,7.588837138,3.857917304,19.51099123,7.017910504
14.9,8.176509848,4.521559996,14.8,7.494029856,3.662181332,19.77801328,4.958064556
15,7.848130137,3.247030315,14.9,7.704942935,3.787713138,19.47997105,5.152173796
14.9,8.21895837,5.07834709,14.95,7.371929941,3.964523459,19.56686477,5.32727287
15.6369697,8.186807741,4.710042024,15,7.751627931,4.100401537,20.27645285,5.145205345
15.1,8.14810705,5.188217023,15,7.628832025,4.046416447,14.11918757,7.377464906
14.9,7.970000055,5.435495861,15.1,7.259533047,4.29700057,19.85147733,8.058411433
14.8,7.981023687,5.27151392,15.1,7.262686559,4.051033317,14.05934473,8.088172256
15,8.132296343,5.36999998,16.125,7.502419353,4.035575857,13.38432153,8.38888876
14.8,8.315419861,3.179431829,15.1,7.513356152,3.956480778,13.7272551,8.413592093
14.9,8.257567582,4.641574081,14.9,7.756770867,3.692281467,12.14246548,8.278070237
14.8,5.305203205,5.774444438,14.9,6.951724184,3.899412362,12.22064833,8
14.9,8.247198485,5.59169354,14.7,7.528178687,3.914950391,12.30033887,7.487610609
14.9,7.997968797,4.052622944,15,7.228688459,4.06486438,12.55280893,8.03920015
14.7,8.156854874,5.863984386,15.1,7.501724136,4.07460422,12.25367036,7.539528045
14.7,8.422669496,5.927670693,14.9,7.760236261,3.882636155,12.76008198,7.431521722
14.8,8.215754002,3.529714297,14.8,7.637313323,3.855156748,13.11757006,8.248559701
14.8,8.376124066,5.94505706,14.8,7.51906613,4.335723459,12.46098182,8.127857317
14.7,5.12849999,6.122430292,14.8,8.166211688,4.145126591,12.94027798,6.539320351
14.6,7.150270274,5.993492079,15,8.479347758,4.101267805,19.69078328,5.78957055
14.5,8.327226581,5.857630552,14.9,8.552189956,4.033163071,13.65309794,5.86932155
14.6,8.112134425,5.930823543,14.8,8.841048007,4.114643544,13.01400653,7.03556482
14.8,6.082132329,6.720039678,14.7,8.694460662,4.129866227,13.86211341,6.576131615
14.9,8.165038185,6.717056455,14.8,8.699999809,3.772800225,14.59929273,6.65183659
14.8,8.15285718,6.942124999,14.9,8.138484046,3.046375909,13.88263381,7.063043418
15.75986842,5.33637929,7.475118102,14.8,8.552964576,3.215382816,15.24357835,4.948895914
15.61754386,7.92854905,7.192938923,14.9,8.114327562,3.38338896,13.77966812,6.571532847
15,7.734180355,7.174754722,14.9,8.654578764,3.420203884,13.78289644,6.6555
15,8.088212965,7.233503909,14.9,8.951515024,3.303909724,12.92850181,5.956307692
15,7.860078173,7.462230759,14.8,9.196875011,3.748749179,21.04429908,6.532911392
14.9,7.742958826,7.235781251,14.6,7.765753478,3.685743905,19.98288533,6.263694268
14.7,8.021653914,7.143437488,14.8,7.062314517,3.766803226,20.27824065,5.430409357
14.9,7.727698464,7.04761363,14.8,7.274052467,4.875178303,19.75717844,6.311174785
14.9,7.915301264,6.792777779,14.7,8.122641689,3.595177342,20.2848924,6.578902954
14.65,8.132851591,6.891764684,14.6,8.003030394,3.629490553,20.58178083,6.656097561
14.8,8.178789118,7.758425189,14.6,8.167924611,3.63861914,10.85444371,6.619379845
14.9,8.004214641,7.466023149,14.7,8.538686279,3.560006233,12.73068426,6.750169492
14.7,7.794481353,7.471367186,14.6,6.800319473,3.543248465,12.81665491,6.527364865
13.7,7.979725552,7.463763839,14.7,8.120071685,3.6049323,12.99048105,6.548496241
13.8,7.87074384,7.387132071,14.7,8.295604396,3.651591687,13.44454063,6.14526749
13.8,7.694056247,8.292142875,14.7,7.002686567,4.136972376,21.23741227,5.025070423
13.6,7.538429771,7.610398407,14.6,8.360824742,4.190213813,20.88853727,5.719407895
13.5,7.304453114,8.247951816,14.5,8.139322034,3.651120195,20.45301205,6.576
13.5,7.619414082,7.64547719,14.6,7.035928144,3.870430555,21.23139907,6.445977011
13.5,7.855038204,7.49883268,14.5,6.819648094,3.922040674,21.12253634,5.295726496
13.4,7.679769246,7.543731344,14.6,8.33,3.843400852,20.70992796,5.261904762
13.3,7.632395454,7.282283453,14.7,8.34497992,3.864819803,19.7148852,5.9284375
13.2,7.41638783,8.317209301,14.6,8.007860262,3.874749484,13.69782986,5.215099715
13.2,7.294522802,8.645983916,15.94352941,8.551417004,4.151320909,12.0853685,6.164772727
13.3,7.833809561,8.657931032,15.81453488,7.775806452,6.235103646,20.1577848,6.236708861
13.3,7.23607142,8.831902821,15.80517241,8.407003891,4.066835515,15.08627588,6.535897436
13.3,7.767923104,8.675730742,15.67658228,7.911148649,9.295061674,15.19963571,6.434328358
13.3,7.307330677,8.99340159,15.57323944,6.570809249,4.352926865,20.8853741,6.14743083
13.9,7.243522256,9.128340236,15.83734177,7.590909091,4.747968443,15.42082768,6.351184834
14.3609375,7.51724139,6.048208352,15.9615942,8.744632768,5.79011165,15.95225873,6.34471831
14.3,7.426216223,7.846755531,14.8,8.347169811,4.378199024,15.87220298,6.2367713
14.19027778,7.279011836,7.470535764,14.9,6.426956522,3.374062761,15.4343895,6.435251799
14.26833333,7.771333369,9.490292812,15,6.727659574,5.297462965,14.75593927,6.196969697
13.9,7.985584937,9.740912585,14.9,6.734650456,5.985237706,14.37277733,6.433333333
13.9,8.167701637,7.744438766,14.8,6.655965909,6.913603969,15.08638567,6.533035714
14.1,7.990972805,5.408212737,14.9,8.226855124,7.114101508,19.52914202,6.593273543
13.9,7.776186811,5.046625493,14.7,8.167142857,6.969190303,16.04751056,6.491385768
14.79748428,8.458249053,6.924124527,14.8,8.56745098,4.956073238,16.40888377,6.741463415
14.2,7.493423438,5.937781825,14.8,8.54497992,8.938000544,21.81557069,6.35952381
14.2,9.239268319,4.490000001,15.94114286,8.247773279,9.551381084,16.8583006,6.3875
14.3,8.309660975,4.55073469,15.4,8.426792453,9.433088,16.12125942,6.772463768
14.4,7.991280046,4.453703699,15.3,8.295238095,9.244667329,15.27215429,6.520289855
14.5,8.255076381,3.596766479,16.07340426,8.21780303,4.552904888,21.41415182,6.748148148
14.4,10.58916276,4.475561798,15.96105263,8.427573529,8.087675663,21.24350334,6.663636364
14.4,9.856300711,3.538932595,16.11202186,8.146558704,6.019416353,21.14424551,6.831073446
14.4,9.879044028,4.499479177,15.89141104,8.351515152,12.37773711,21.38109716,6.735625
14.4,9.897261854,4.140609764,15.1,8.567032967,11.33148862,21.06472991,5.680571429
14.4,9.542213926,4.090381696,15.8327381,8.623423423,6.362339464,20.71853799,6.179130435
14.4,8.888754681,4.367354844,15.91129944,8.579166667,6.419502381,20.68013142,5.368678161
14.5,8.833824654,3.50188482,14.9,8.74137931,12.01718509,20.83825331,7.934285714
14.5,8.648571408,3.492076506,15,8.473717949,8.389157626,20.4137825,8.462215909
14.4,4.772697333,3.512457151,16.01210526,8.45037594,12.09652296,20.28251175,6.808429119
14.4,6.568630111,4.712162166,15.1,7.607961783,11.64429213,19.78805643,9.469496855
14.5,4.83129625,3.506302091,15.1,8.529585799,11.41703587,20.06292226,9.381766382
15.33263889,6.609053251,4.513041677,15,8.618918919,11.72218085,19.75280776,8.450140845
14.5,7.850540586,4.818519998,15,8.605860806,12.01940315,14.16683054,9.457514451
15.3147929,7.609838094,5.15118108,15,7.173121387,12.63345647,19.11728845,10.94527221
15.13424658,5.994131728,5.81428571,14.9,8.743362832,6.900502312,18.81000402,10.0056213
15.31463415,5.044971069,5.950754732,15,6.78973607,8.368655958,15.32083214,4.913333333
14.6,4.980231194,6.181042485,14.9,7.176080692,8.899667619,15.09965149,5.140883978
14.5,5.091410212,6.237974694,15,7.411730205,8.84454905,13.28822886,5.0625
14.6,6.625887857,6.305019778,15,8.392528736,8.443643313,14.90907708,12.25552408
14.7,5.118799962,6.700119058,15,8.297413793,8.499166779,13.08875259,12.37207977
14.6,6.630664038,6.507871501,14.9,7.885873606,8.209244222,13.23905301,10.74957746
15.384,6.243187279,4.500540551,14.7,9.083333333,8.594417363,12.49752665,8.386101695
15.45442177,6.136949825,7.01027236,15.8010582,9.159770115,8.041224783,12.40227557,9.584659091
15,6.414257017,4.779458344,15.78433735,8.915542522,7.616973333,12.14286192,4.851219512
15,6.315287362,7.28375509,15.2,9.22251462,7.663709354,13.41540852,8.439385475
14.5,6.298064516,7.25570848,15,9.541543027,14.08971782,14.36071358,5.423293173
15,6.63606481,7.427509573,15.1,9.193255132,7.676937217,14.56100261,9.296460177
14.8,5.839469415,7.66476563,15.90054645,6.990405904,14.22550847,13.96220557,9.902247191
14.7,5.986032401,7.706879988,15.8124183,7.132142857,13.71240514,14.21654569,10.68619718
14.6,5.643705182,7.962426806,15.70909091,7.037209302,14.31354126,14.5741688,10.25225989
14.7,5.777426923,8.155928864,15.6795082,10.12700297,12.97269157,13.835149,5.244709898
14.8,5.528745107,8.006202529,15.88978495,10.53586006,12.97254065,11.5107142,5.059281437
14.7,5.900374369,8.304849799,15.92981366,10.38157895,13.19473166,14.49283559,5.04529148
14.7,5.910830224,8.307929676,15.93690476,8.561829653,13.16857756,19.55498712,5.131958763
14.6,5.756653555,11.84358977,16.03080808,9.457670455,13.49851585,19.22987932,5.136196319
14.3,5.972179012,9.030362893,16.1284153,6.993548387,13.59398363,12.58454118,5.185
14.5,6.326536963,9.152301236,16.08554913,9.537101449,14.09326619,12.48909683,5.415350877
14.3,6.434909071,9.175675665,15.85939394,7.53862069,13.821188,11.94877398,5.140555556
14.4,6.203435128,8.741757287,15.90914286,9.564545455,13.39610549,11.7909481,5.136
14.3,6.569070616,6.485865009,15.96227545,9.869139466,11.71213649,12.74617267,5.246520147
14.6,6.549345448,9.307663902,16.01516854,10.23543544,14.60626171,13.72504412,5.267010309
14.6,7.917913033,9.176530577,14.8,10.16045845,15.10848457,13.93813964,5.187449393
14.95714286,6.540871208,9.134703531,14.2,7.447940075,14.63336772,14.226825,5.239055794
13.7,11.31769913,6.595454544,15.31273885,7.138039216,15.60477692,14.45294364,5.261842105
13.8,7.02970801,6.538860752,15.32458101,7.144525547,15.23445845,20.20453006,5.184789644
14.1,7.298925907,6.455680951,15.35291005,7.169130435,15.83365685,20.17549779,7.41682243
14.1,6.987106218,6.472680881,15.30860215,7.146037736,14.04529463,20.10477764,7.992465753
14.6,7.421968484,6.486000012,15.07861635,7.212389381,14.3700755,20.44141555,7.497338403
14.4,7.14394228,6.616177794,15.11284916,7.769662921,14.45605989,19.41422369,6.947807018
14.2,7.23067614,6.757435892,15.00924855,7.214027149,10.68587722,14.09473275,6.943396226
14.1,7.085401443,6.658596503,15.07333333,7.296441281,11.85599249,19.50553987,6.839800995
14.1,7.090827042,6.471238567,15.29375,7.364347826,10.95284585,14.09664711,6.587234043
14.2,7.625188713,6.951861479,15.26374269,7.483636364,12.45323263,17.65295512,6.745874587
14.2,7.375353976,6.838869553,15.34242424,7.355102041,10.61834171,12.99277135,6.832363636
14.3,7.263162777,5.52874999,15.34207317,7.425438596,10.45892457,15.5574104,6.864646465
14.2,7.297342982,6.669818187,15.39832402,7.295622896,14.03753728,17.56760732,6.782327586
14.2,7.201111092,9.287540936,15.55561798,7.203370787,16.01883977,15.7365522,6.841216216
14.2,7.267782794,10.02231365,15.86482412,6.471428571,16.82921171,15.90943274,6.760144928
14.3,7.399758459,10.19352484,15.77101449,7.434433962,17.02085909,15.26647544,6.665363128
14.4,7.333014365,10.51979758,15.67354497,6.887179487,16.65939273,14.45143994,6.665789474
14.1,7.199268257,10.67793109,15.26988636,6.690361446,10.75269534,14.61779942,6.739880952
14.2,7.676502783,10.35860462,15.32678571,6.655642023,10.40583113,13.80135559,6.430851064
14.1,7.51567963,10.57035295,15.34888889,6.551724138,10.22675594,13.15988814,6.314224138
14.2,6.671854288,10.53831329,15.61709845,6.434108527,11.04250523,16.92618609,5.9395189
14.1,7.351584672,10.67043314,15.57754011,6.444565217,11.24555449,19.75990755,5.868539326
13.9,7.122603758,10.30689793,15.61435897,6.469565217,11.85665169,19.9808012,5.932327586
14.1,7.602783912,10.58384924,15.67035176,6.518987342,10.20225333,20.39631051,6.035211268
13.9,8.061213272,10.87024299,15.27142857,6.536923077,19.51380962,21.00188731,6.042528736
14,8.167276144,10.64262504,15.21916168,6.534810127,18.24007407,19.48585783,5.548207171
14,8.331619716,10.75388192,15.30857143,6.484615385,9.775780181,16.5542622,5.154770318
14.1,8.239925944,11.02054628,15.68674033,6.584229391,17.72125928,21.36157805,5.475294118
14,8.377896837,11.21231714,15.68776596,6.546,17.86570786,21.49414763,5.441503268
13.9,8.385984856,11.2429483,15.71771429,6.514772727,10.02794539,17.03764927,5.633913043
14.1,8.545555548,11.30235066,15.56934673,6.33951049,17.63902594,21.24321969,5.747169811
14.2,8.13474711,11.59096393,15.67606383,6.238974359,18.89955644,21.14844787,5.628735632
14,8.459806211,10.31260682,15.50980392,6.025581395,17.87250665,18.52858225,5.633333333
14,8.884253673,7.818928595,15.56770833,5.957512953,18.81903556,14.07992709,5.335955056
14.1,8.422563215,8.78616438,15.62746114,6.057142857,19.94622758,13.855283,5.31
14,8.539375028,8.31938963,15.56956522,6.090285714,19.64385425,21.13565608,5.905194805
14.2,9.070810795,11.28016136,15.57486911,6.055,19.59517188,21.22243834,5.754901961
14,9.242723814,6.516746432,15.45786802,6.024528302,11.83349075,21.26405934,5.861648746
14.2,9.40835241,7.758925233,15.5984456,5.85,19.52136821,21.60231346,4.617579251
14.1,9.735222124,8.258883974,15.61945946,5.946183206,18.23489691,21.9144472,4.528059701
14,9.770854925,10.829591,15.57608696,5.882051282,10.43925424,21.53467759,4.534492754
15.00765027,8.140110723,10.82974143,15.33950617,6.03364486,19.59423375,21.83690154,4.642352941
15.08358209,8.928785021,10.90692991,15.26327684,6.165454545,19.7158567,21.5474,4.447477745
15.48363636,9.602564062,17.88714829,15.3301676,6.086868687,19.35814815,21.62719217,4.5
15.26929134,9.466888813,10.13515687,15.50949721,6.068725869,10.39413772,16.28607419,4.589117647
15.35060241,9.43742643,10.14995253,15.50439024,5.844981413,10.14729772,16.90161794,5.541891892
15.39607843,7.384632765,12.94172544,15.26755319,5.86618705,10.21734647,15.03991354,4.835410765
15.35348837,8.634266083,12.79046874,15.13483871,6.267096774,11.50173211,14.72675071,4.959627329
15.28947368,9.121488309,12.89257382,15.34666667,5.980769231,11.21964768,16.33584167,5.513740458
15.24761905,8.971793837,12.88170829,15.4125,6.036879433,11.23408292,17.13115303,4.970028818
14.1,8.79097743,19.22056608,15.23551913,6.849700599,10.8549,17.42930762,4.900569801
14.2,9.109325386,12.75589427,15.29947917,6.586430678,11.19751411,17.31613409,5.035243553
14.1,17.85146517,10.3265116,15.55285714,7.074925373,11.71404281,16.73664957,5.27
14.1,11.1327967,5.656239318,15.61141304,6.665976331,11.06471013,17.500935,5.332369942
14,11.40964455,9.30868263,15.5513089,6.66231454,10.70648742,17.6814494,4.652233677
14.1,11.64938186,8.701404454,15.53567568,6.7,10.4844139,17.508928,4.633333333
14,11.37543405,8.845888874,15.55384615,6.435435435,10.60170096,21.83779132,4.793333333
14,11.30659348,11.16405941,15.47065217,5.920987654,19.75372638,17.79923596,5.919125683
14.1,11.32270769,7.147685918,15.49516908,6.331104651,13.29927224,19.78493343,5.927826087
14.1,18.79090897,7.494719098,15.5961326,5.725396825,12.72083138,17.75419394,5.795375723
14.1,11.61932084,7.709930562,15.28272251,6.422,18.86366267,17.6228021,5.573988439
14,11.40404452,7.751472406,15.18294118,6.377456647,19.40372156,22.17829383,5.547875354
14,6.503333314,7.880128225,15.13181818,5.968862275,20.49393294,21.71814969,5.110043668
14,9.89365589,8.170071466,15.18295455,5.980059524,20.85623773,18.1298109,5.844668588
14,9.446593347,8.203203108,15.05128205,5.864327485,20.39447202,18.02314494,5.535737705
14.2,9.929784847,8.328255017,15.25965909,5.660179641,20.12242545,22.24133515,5.86
14,11.83022221,8.455099346,14,5.4121673,20.09045843,22.20311593,5.688034188
14.1,7.685890469,3.922000036,15.15953757,5.292523364,20.26105918,18.54077262,5.92170088
14,8.246940346,5.671999985,13.9,5.427573529,19.99793459,17.9120003,6.764204545
14,8.392302211,2.065681818,14.1,5.464536741,19.64760873,18.01123104,5.676136364
14.2,8.343373514,2.104499996,13.9,5.809011628,19.6917,19.25891579,6.044915254
14.1,8.50893752,2.063333273,13.9,5.603823529,19.57040681,18.8272148,6.456069364
14,8.783012794,2.309354847,13.8,5.772463768,19.42067704,17.89555229,6.703179191
14,8.80201254,2.369354836,15.066875,5.786666667,19.12164937,19.00495833,6.684659091
14,8.88026309,2.985833327,15.13163842,5.691633466,19.79512094,21.74947289,5.878651685
14.3,8.871258702,2.983695652,15.29011628,5.684457478,20.24556898,17.62530327,5.970621469
13.9,9.920908925,3.029642867,15.21715976,5.800611621,20.07775988,21.27106528,5.75480226
14.1,8.569080457,3.1522695,15.23141361,6.06875,17.76733349,21.73466012,7.047457627
14,6.280000114,3.245686269,15.19259259,5.531858407,11.20335116,21.48894527,6.816056338
14,6.284500051,18.84242427,15.01730769,5.571014493,11.70350531,19.2621535,7.528901734
14.1,6.290714332,3.733061228,15.06107784,5.808187135,20.29103916,21.43698838,7.533427762
14.3,6.251249969,3.724788738,15.02074468,5.48816568,20.28668313,20.99487038,7.255331412
13.9,6.475000009,4.355185182,15.14345238,5.353823529,20.16413639,16.70397514,6.839595376
13.9,6.505999985,4.561153852,15.15322581,5.416129032,20.35314471,16.63275751,6.506267806
14,6.418750008,4.993951594,15.21448276,5.599713467,20.51168318,16.72609454,7.353179191
14,6.554189186,5.381119976,15.17073171,5.537869822,20.00096645,12.73570648,6.7
14,6.567843147,5.448193541,15.21521739,5.451351351,20.1033739,21.14429435,7.406534091
14,6.128108153,5.390967718,15.14032258,5.72057971,19.93957086,20.9520535,7.595786517
15.75416667,6.58978723,5.462499991,15.23271605,5.920116618,20.05518903,12.71690464,7.446551724
15.66163522,6.694111088,5.715441143,15.11510791,5.805555556,11.88504859,12.35317018,7.671720117
15.875625,6.762319958,5.837878802,15.08357143,6.098826979,12.10133251,20.9020997,7.574277457
15.53986014,6.810430983,6.433983776,15.1425,5.838439306,12.1984959,20.71983423,7.630311615
16.324,6.708971942,7.149904792,15.17027027,6.015588235,12.29082691,20.72818239,7.249435028
16.33757225,6.901582241,6.58106872,15.10443038,5.913662791,13.94270091,20.56278657,7.153561254
16.32881356,7.093999973,6.798703685,15.19571429,6.459011628,19.8546297,19.96342405,6.865730337
16.19888268,6.987870336,6.970469792,15.20625,6.316763006,13.66704529,12.83102725,7.104545455
16.58835979,6.804264651,7.207730452,15.23483871,6.206845238,20.27745178,13.02641705,6.541126761
16.57454545,6.80032046,7.133333297,15.06122449,6.4,19.18565803,15.07849063,6.881586402
16.38538012,6.899222167,7.337230759,15.09927007,6.114534884,20.61989941,12.98064648,6.716101695
16.17616279,7.176728926,7.853834604,15.01153846,6.076176471,19.69759631,13.84281134,6.783943662
16.18176471,7.45813793,4.599999905,15.08309859,6.04115942,19.7457717,20.28419705,6.043188406
16.37377049,7.493068791,4.360000134,15.32083333,6.162427746,19.13319933,20.03355419,6.173714286
16.43407821,7.67344158,3.720000029,15.2347561,6.208823529,19.90768366,20.28822393,6.356373938
15.91503268,7.913518561,6.231864347,15.23152174,6.110385757,19.53928012,20.34136757,5.545142857
15.8,8.001312271,5.768333336,15.20632911,6.048358209,19.19836818,20.61213509,5.476203966
16.27709497,7.964850343,5.060196058,15.17361111,6.155457227,19.70725778,18.79484611,5.64132948
15.81518987,8.337346982,4.748294912,15.06090226,5.612389381,20.15760879,19.97384137,5.266288952
15.34054054,8.451971862,4.650000095,14.875,5.659237537,19.61006478,20.28791491,5.247109827
14.7,8.550731692,4.349999905,15.05506329,6.282670455,19.68414406,20.49474818,6.023188406
15.83606557,8.548518544,4.349999905,15.04671533,6.22300885,13.45540418,12.95665865,5.963817664
15.92875817,8.358445625,4.340000153,15.0540146,6.010144928,11.2889837,18.29673064,5.871929825
16.05095541,8.512288563,4.309999943,15.22951807,5.886918605,11.332248,19.92408571,5.564942529
16.01927711,2.272941167,4.28000021,15.1826087,5.886227545,11.35263877,20.27742552,4.902222222
16.10127389,5.210000038,4.170000076,15.17647059,5.714739884,16.63242588,20.33389435,5.458
16.23497268,5.079999924,4.170000076,15.4795,5.928362573,18.86814089,20.29983473,5.611680912
16.3547619,4.820000172,6.231818199,15.18060606,5.561206897,10.60906049,20.3434929,5.275135135
16.38598726,9.681249968,4.099999905,15.13496503,5.556034483,10.64971304,12.59652333,5.883086053
16.53390805,8,4,14.68984375,5.647230321,18.50503567,20.72660121,4.304329004
16.13391813,8.343137283,4.090000153,14,5.568965517,10.66853238,20.16387988,5.884293194
16.19947644,8.251956567,4.110000134,14.90628931,5.58739255,10.99198013,14.18484411,6.498809524
16.10611111,5.210000038,4.139999866,14.1,6.004424779,12.99798831,19.51899169,3.995394737
15.96091954,5.139999866,4.050000191,14.1,6.110233918,18.73257613,10.99884531,8.221387283
14.5,5.119999886,3.980000019,14,6.152252252,18.48283897,16.13433014,9.332571429
15.92894737,5.110000134,3.833333333,14,5.828695652,10.50874264,16.30203629,9.282857143
16.01704545,5.070000172,3.730000019,14.2,5.598770492,10.68182722,17.42380682,9.110465116
15.995,5.019999981,3.839999914,14,5.659356725,10.71532425,16.56222969,7.292857143
15.77752809,4.900000095,3.849999905,14.3,6.063343109,10.90744049,18.75354159,7.266189112
15.78176101,4.889999866,3.894000053,14.83916667,5.95952381,10.79035122,18.17227507,6.921348315
15.79691358,8.161538436,3.930000067,14.3,6.385545723,10.7252614,18.1637652,8.386894587
14.6,4.860000134,3.849999905,15.33533333,5.262616822,10.48004022,15.89995915,3.754166667
15.70274725,4.769999981,3.720000029,15.22191781,6.148689139,10.28320108,18.46648457,4.253333333
14.5,4.820000172,3.806000018,15.26287425,6.46942446,10.61712695,14.04250815,6.078109453
15.87151515,4.769999981,3.803999949,14.3,5.034117647,18.67184267,12.95654915,9.8
16.01746988,4.820000172,3.793333292,15.23065693,6.904624277,19.06024039,12.19390029,9.8
16.25469613,4.760000229,3.807999992,15.21960784,7.110465116,19.21927356,11.95099946,8.201412429
14.4,4.650000095,3.789999962,15.23202614,7.185428571,18.54707699,11.51122212,7.669774011
15.87801418,4.561428547,3.625,15.50057471,7.224778761,18.92021087,15.48826243,8.228045326
14.6,4.489999991,3.747500002,15.06308725,6.853982301,19.48122571,19.27678382,7.554985755
14.1,4.516111083,3.613333305,14.3,6.905172414,19.7074854,17.13769632,8.424285714
14.82198582,4.491034491,3.630000019,15.25657895,6.917948718,19.68675394,14.34612431,7.712285714
14.2,4.50727272,3.594999981,15.37278912,7.361849711,19.3611253,11.29241384,7.419886364
14.3,4.374848452,3.625,15.23803681,5.157416268,17.98355962,12.11581595,7.407670455
14.99020979,4.36585367,3.639999946,15.27345679,5.550226244,17.85782145,11.69622787,6.830225989
14.6,4.309285743,3.537499994,15.29197531,6.500729927,18.12188063,11.072639,8.895738636
14.3,4.311159397,3.492000008,15.29516129,7.6,11.7652811,16.95986647,8.280113636
14.6,4.303600044,3.595000029,15.32331288,7.6,16.99320498,11.68571366,8.561864407
