Powerhouse/Unit:,LO-39,JC-99,LO-93,LO-64,QW-13,LO-71,LO-72,LO-28,LO-84,TT-63,TT-67,QW-54,LI-67,JC-52,QW-91,LO-44,HJ-80,QW-92,JC-43,QW-56,QW-15,QW-94,QW-82,LO-59,QW-97,ZR-71,LO-91,QW-05,LO-21,QW-10,QW-76,HJ-30
2008-07-22 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.35632463,-0.417825029,0.0,7.035522476,0.0,0.0,0.0,3.878844209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1022611.261,0.0,0.0,0.0,0.0,0.0,2.191685837
2008-07-23 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.318961304,5.35025072,0.0,3.503186191,0.0,0.0,0.0,-1.264904065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1058180.348,0.0,0.0,0.0,0.0,0.0,2.996326597
2008-07-24 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.11453536,-0.381769444,0.0,4.073780729,0.0,0.0,0.0,-1.311072572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979553.9447000001,0.0,0.0,0.0,0.0,0.0,-0.92699029
2008-07-25 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.11983077,-0.427650734,0.0,1.951129166,0.0,0.0,0.0,-1.28269936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1073741.824,0.0,0.0,0.0,0.0,0.0,-0.871564725
2008-07-26 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.13641292,-0.441283191,0.0,4.710310988,0.0,0.0,0.0,-1.295365747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1058180.348,0.0,0.0,0.0,0.0,0.0,3.846943652
2008-07-27 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.04123521,-0.441889027,0.0,-0.371553527,0.0,0.0,0.0,-1.336557876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1108378.6570000001,0.0,0.0,0.0,0.0,0.0,-0.901525661
2008-07-28 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.236583318,-0.468285179,0.0,6.366997309,0.0,0.0,0.0,-1.269760358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1133394.148,0.0,0.0,0.0,0.0,0.0,2.93183011
2008-07-29 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.65659631,-0.430936464,0.0,12.56595935,0.0,0.0,0.0,7.918111272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039104.991,0.0,0.0,0.0,0.0,0.0,-0.824907015
2008-07-30 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.724989615,4.634425354,0.0,8.18147733,0.0,0.0,0.0,-1.288001142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1133394.148,0.0,0.0,0.0,0.0,0.0,-0.828249136
2008-07-31 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.11373191,7.325814756,0.0,9.648014748,0.0,0.0,0.0,-1.261562633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1296593.901,0.0,0.0,0.0,0.0,0.0,-0.873852892
2008-08-01 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.764557513,6.756642328,0.0,17.72559809,0.0,0.0,0.0,-1.289735922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379670.3849,0.0,0.0,0.0,0.0,0.0,-0.894418389
2008-08-02 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0153701,2.598645447,0.0,5.485834632,0.0,0.0,0.0,-1.290689366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1057222.719,0.0,0.0,0.0,0.0,0.0,-0.781263775
2008-08-03 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.83102569,-0.362270906,0.0,-0.563925818,0.0,0.0,0.0,-1.312857343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187222.7816,0.0,0.0,0.0,0.0,0.0,-0.888742712
2008-08-04 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.65787966,4.908366954,0.0,6.549741986,0.0,0.0,0.0,-1.307419717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235475.4842,0.0,0.0,0.0,0.0,0.0,-0.88194008
2008-08-05 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81256327,-0.431558038,0.0,4.820820442,0.0,0.0,0.0,-1.166486966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1315575.568,0.0,0.0,0.0,0.0,0.0,-0.764511718
2008-08-06 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.34359594,4.253440777,0.0,6.578364413,0.0,0.0,0.0,-1.303981651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1117868.2,0.0,0.0,0.0,0.0,0.0,-0.69649079
2008-08-07 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05577019,5.317519592,0.0,2.840462155,0.0,0.0,0.0,-1.306112919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1238188.77,0.0,0.0,0.0,0.0,0.0,2.738314703
2008-08-08 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.28104449,6.172074079,0.0,6.135848991,0.0,0.0,0.0,-1.301120724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1022611.261,0.0,0.0,0.0,0.0,0.0,-0.827159485
2008-08-09 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.926506009,-0.46624744,0.0,3.806416998,0.0,0.0,0.0,-1.321063942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1104420.162,0.0,0.0,0.0,0.0,0.0,-0.928317214
2008-08-10 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.20112098,-0.348377868,0.0,-0.549735604,0.0,0.0,0.0,-1.274565465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039104.991,0.0,0.0,0.0,0.0,0.0,-0.864676112
2008-08-11 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.20852017,3.265614614,0.0,3.795877955,0.0,0.0,0.0,-1.161561854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1073741.824,0.0,0.0,0.0,0.0,0.0,-0.738969922
2008-08-12 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75938899,-0.424517983,0.0,18.56134583,0.0,0.0,0.0,-1.376436893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.883838159
2008-08-13 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.52612591,-0.364407132,0.0,-0.503481247,0.0,0.0,0.0,-1.34910224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.901043792
2008-08-14 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.598711672,-0.429230372,0.0,-0.213663695,0.0,0.0,0.0,-1.322791749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.872459646
2008-08-15 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.76293895,5.519435359,0.0,4.809117448,0.0,0.0,0.0,-1.351064784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.861995849
